ds,Cid,item,units,y
21-02-2023,1118,cooking oil,Lt,120
21-02-2023,1119,cooking oil,Lt,161
21-02-2023,1140,cooking oil,Lt,164
21-02-2023,1142,cooking oil,Lt,147
21-02-2023,1142,cooking oil,Lt,154
21-02-2023,1142,cooking oil,Lt,243
21-02-2023,1203,cooking oil,Lt,182
21-02-2023,1207,cooking oil,Lt,182
21-02-2023,1213,cooking oil,Lt,225
21-02-2023,1217,cooking oil,Lt,144
21-02-2023,1218,cooking oil,Lt,141
21-02-2023,1231,cooking oil,Lt,221
21-02-2023,1242,cooking oil,Lt,174
21-02-2023,1243,cooking oil,Lt,155
21-02-2023,1244,cooking oil,Lt,207
21-02-2023,1349,cooking oil,Lt,185
21-02-2023,1349,cooking oil,Lt,198
21-02-2023,1351,cooking oil,Lt,207
21-02-2023,1380,cooking oil,Lt,211
21-02-2023,1380,cooking oil,Lt,178
21-02-2023,1380,cooking oil,Lt,143
21-02-2023,1380,cooking oil,Lt,205
21-02-2023,1386,cooking oil,Lt,163
21-02-2023,1389,cooking oil,Lt,191
21-02-2023,1394,cooking oil,Lt,213
21-02-2023,1394,cooking oil,Lt,225
21-02-2023,1409,cooking oil,Lt,196
21-02-2023,1411,cooking oil,Lt,228
21-02-2023,1411,cooking oil,Lt,203
21-02-2023,1425,cooking oil,Lt,120
21-02-2023,1428,cooking oil,Lt,186
21-02-2023,1545,cooking oil,Lt,208
21-02-2023,1549,cooking oil,Lt,219
21-02-2023,1586,cooking oil,Lt,137
21-02-2023,1587,cooking oil,Lt,215
21-02-2023,1587,cooking oil,Lt,220
21-02-2023,1587,cooking oil,Lt,155
21-02-2023,1652,cooking oil,Lt,243
21-02-2023,1652,cooking oil,Lt,232
21-02-2023,1653,cooking oil,Lt,134
21-02-2023,1660,cooking oil,Lt,144
21-02-2023,1660,cooking oil,Lt,146
21-02-2023,1665,cooking oil,Lt,161
21-02-2023,1673,cooking oil,Lt,184
21-02-2023,1673,cooking oil,Lt,149
21-02-2023,1694,cooking oil,Lt,170
21-02-2023,1791,cooking oil,Lt,154
21-02-2023,1792,cooking oil,Lt,247
21-02-2023,1794,cooking oil,Lt,169
21-02-2023,1833,cooking oil,Lt,179
21-02-2023,1834,cooking oil,Lt,199
21-02-2023,1841,cooking oil,Lt,244
21-02-2023,1843,cooking oil,Lt,220
21-02-2023,1846,cooking oil,Lt,180
21-02-2023,1846,cooking oil,Lt,182
21-02-2023,1846,cooking oil,Lt,181
21-02-2023,1846,cooking oil,Lt,138
21-02-2023,1856,cooking oil,Lt,237
21-02-2023,1857,cooking oil,Lt,188
21-02-2023,1857,cooking oil,Lt,247
21-02-2023,1859,cooking oil,Lt,163
21-02-2023,1863,cooking oil,Lt,223
21-02-2023,1935,cooking oil,Lt,142
21-02-2023,1935,cooking oil,Lt,186
21-02-2023,1974,cooking oil,Lt,136
21-02-2023,1983,cooking oil,Lt,176
21-02-2023,1983,cooking oil,Lt,191
21-02-2023,1985,cooking oil,Lt,163
21-02-2023,1994,cooking oil,Lt,178
21-02-2023,2060,cooking oil,Lt,210
21-02-2023,2066,cooking oil,Lt,227
21-02-2023,2066,cooking oil,Lt,150
21-02-2023,2068,cooking oil,Lt,211
21-02-2023,2077,cooking oil,Lt,244
21-02-2023,2079,cooking oil,Lt,226
21-02-2023,2089,cooking oil,Lt,216
21-02-2023,2091,cooking oil,Lt,237
21-02-2023,2102,cooking oil,Lt,148
21-02-2023,2103,cooking oil,Lt,131
21-02-2023,2115,cooking oil,Lt,194
21-02-2023,2223,cooking oil,Lt,140
21-02-2023,2306,cooking oil,Lt,236
21-02-2023,2306,cooking oil,Lt,124
21-02-2023,2313,cooking oil,Lt,175
21-02-2023,2313,cooking oil,Lt,182
21-02-2023,2331,cooking oil,Lt,153
21-02-2023,2337,cooking oil,Lt,154
21-02-2023,2348,cooking oil,Lt,128
21-02-2023,2472,cooking oil,Lt,196
21-02-2023,2473,cooking oil,Lt,157
21-02-2023,2475,cooking oil,Lt,152
21-02-2023,2475,cooking oil,Lt,248
21-02-2023,2489,cooking oil,Lt,174
21-02-2023,2517,cooking oil,Lt,139
21-02-2023,2517,cooking oil,Lt,149
21-02-2023,2520,cooking oil,Lt,136
21-02-2023,2520,cooking oil,Lt,124
21-02-2023,2520,cooking oil,Lt,186
21-02-2023,2520,cooking oil,Lt,228
21-02-2023,2526,cooking oil,Lt,120
21-02-2023,2527,cooking oil,Lt,236
21-02-2023,2527,cooking oil,Lt,185
21-02-2023,2531,cooking oil,Lt,203
21-02-2023,2531,cooking oil,Lt,160
21-02-2023,2581,cooking oil,Lt,241
21-02-2023,2581,cooking oil,Lt,162
21-02-2023,2581,cooking oil,Lt,234
21-02-2023,2630,cooking oil,Lt,234
21-02-2023,2630,cooking oil,Lt,196
21-02-2023,2634,cooking oil,Lt,177
21-02-2023,2639,cooking oil,Lt,232
21-02-2023,2639,cooking oil,Lt,227
21-02-2023,2639,cooking oil,Lt,201
21-02-2023,2642,cooking oil,Lt,233
21-02-2023,2649,cooking oil,Lt,128
21-02-2023,2649,cooking oil,Lt,149
21-02-2023,2652,cooking oil,Lt,224
21-02-2023,2654,cooking oil,Lt,155
21-02-2023,2762,cooking oil,Lt,152
21-02-2023,2762,cooking oil,Lt,215
21-02-2023,2766,cooking oil,Lt,128
21-02-2023,2827,cooking oil,Lt,124
21-02-2023,2829,cooking oil,Lt,163
21-02-2023,2829,cooking oil,Lt,148
21-02-2023,2829,cooking oil,Lt,218
21-02-2023,2832,cooking oil,Lt,169
21-02-2023,2833,cooking oil,Lt,214
21-02-2023,2855,cooking oil,Lt,233
21-02-2023,2901,cooking oil,Lt,214
21-02-2023,2901,cooking oil,Lt,156
21-02-2023,2903,cooking oil,Lt,141
21-02-2023,2905,cooking oil,Lt,183
21-02-2023,2906,cooking oil,Lt,121
21-02-2023,3040,cooking oil,Lt,219
21-02-2023,3040,cooking oil,Lt,162
21-02-2023,3041,cooking oil,Lt,171
21-02-2023,3093,cooking oil,Lt,145
21-02-2023,3100,cooking oil,Lt,150
21-02-2023,3103,cooking oil,Lt,121
21-02-2023,3109,cooking oil,Lt,202
21-02-2023,3111,cooking oil,Lt,218
21-02-2023,3114,cooking oil,Lt,181
21-02-2023,3116,cooking oil,Lt,174
21-02-2023,3116,cooking oil,Lt,130
21-02-2023,3125,cooking oil,Lt,196
21-02-2023,3130,cooking oil,Lt,222
21-02-2023,3132,cooking oil,Lt,237
21-02-2023,3140,cooking oil,Lt,153
21-02-2023,3140,cooking oil,Lt,216
21-02-2023,3226,cooking oil,Lt,186
21-02-2023,3226,cooking oil,Lt,245
21-02-2023,3266,cooking oil,Lt,158
21-02-2023,3266,cooking oil,Lt,183
21-02-2023,3272,cooking oil,Lt,140
21-02-2023,3274,cooking oil,Lt,213
21-02-2023,3283,cooking oil,Lt,197
21-02-2023,3352,cooking oil,Lt,211
21-02-2023,3354,cooking oil,Lt,211
21-02-2023,3354,cooking oil,Lt,245
21-02-2023,3357,cooking oil,Lt,208
21-02-2023,3358,cooking oil,Lt,216
21-02-2023,3359,cooking oil,Lt,122
21-02-2023,3366,cooking oil,Lt,171
21-02-2023,3371,cooking oil,Lt,138
21-02-2023,3380,cooking oil,Lt,175
21-02-2023,3382,cooking oil,Lt,206
21-02-2023,3397,cooking oil,Lt,235
21-02-2023,3473,cooking oil,Lt,207
21-02-2023,3473,cooking oil,Lt,226
21-02-2023,3473,cooking oil,Lt,238
21-02-2023,3519,cooking oil,Lt,165
21-02-2023,3521,cooking oil,Lt,248
21-02-2023,3529,cooking oil,Lt,246
21-02-2023,3533,cooking oil,Lt,223
21-02-2023,3534,cooking oil,Lt,193
21-02-2023,3537,cooking oil,Lt,165
21-02-2023,3539,cooking oil,Lt,135
21-02-2023,3539,cooking oil,Lt,199
21-02-2023,3553,cooking oil,Lt,139
21-02-2023,3553,cooking oil,Lt,208
21-02-2023,3553,cooking oil,Lt,121
21-02-2023,3557,cooking oil,Lt,134
21-02-2023,3563,cooking oil,Lt,138
21-02-2023,3656,cooking oil,Lt,205
21-02-2023,3656,cooking oil,Lt,238
21-02-2023,3693,cooking oil,Lt,226
21-02-2023,3693,cooking oil,Lt,165
21-02-2023,3694,cooking oil,Lt,240
21-02-2023,3694,cooking oil,Lt,224
21-02-2023,3694,cooking oil,Lt,185
21-02-2023,3758,cooking oil,Lt,127
21-02-2023,3760,cooking oil,Lt,154
21-02-2023,3760,cooking oil,Lt,189
21-02-2023,3760,cooking oil,Lt,126
21-02-2023,3761,cooking oil,Lt,236
21-02-2023,3761,cooking oil,Lt,126
21-02-2023,3765,cooking oil,Lt,180
21-02-2023,3767,cooking oil,Lt,138
21-02-2023,3768,cooking oil,Lt,158
21-02-2023,3771,cooking oil,Lt,202
21-02-2023,3771,cooking oil,Lt,190
21-02-2023,3840,cooking oil,Lt,130
21-02-2023,3840,cooking oil,Lt,235
21-02-2023,3840,cooking oil,Lt,145
21-02-2023,3910,cooking oil,Lt,174
21-02-2023,3910,cooking oil,Lt,212
21-02-2023,3910,cooking oil,Lt,218
21-02-2023,3910,cooking oil,Lt,199
21-02-2023,3918,cooking oil,Lt,198
21-02-2023,3922,cooking oil,Lt,206
21-02-2023,3927,cooking oil,Lt,244
21-02-2023,3927,cooking oil,Lt,239
21-02-2023,3948,cooking oil,Lt,188
21-02-2023,3948,cooking oil,Lt,166
21-02-2023,3948,cooking oil,Lt,141
21-02-2023,3950,cooking oil,Lt,199
21-02-2023,3950,cooking oil,Lt,144
21-02-2023,4024,cooking oil,Lt,155
21-02-2023,4026,cooking oil,Lt,217
21-02-2023,4076,cooking oil,Lt,121
21-02-2023,4079,cooking oil,Lt,154
21-02-2023,4081,cooking oil,Lt,183
21-02-2023,4083,cooking oil,Lt,216
21-02-2023,4087,cooking oil,Lt,200
21-02-2023,4154,cooking oil,Lt,204
21-02-2023,4154,cooking oil,Lt,213
21-02-2023,4154,cooking oil,Lt,130
21-02-2023,4154,cooking oil,Lt,217
21-02-2023,4156,cooking oil,Lt,182
21-02-2023,4157,cooking oil,Lt,122
21-02-2023,4159,cooking oil,Lt,202
21-02-2023,4160,cooking oil,Lt,224
21-02-2023,4160,cooking oil,Lt,213
21-02-2023,4160,cooking oil,Lt,135
21-02-2023,4160,cooking oil,Lt,229
21-02-2023,4266,cooking oil,Lt,133
21-02-2023,4294,cooking oil,Lt,223
21-02-2023,4294,cooking oil,Lt,214
21-02-2023,4294,cooking oil,Lt,206
21-02-2023,4294,cooking oil,Lt,175
21-02-2023,4294,cooking oil,Lt,172
21-02-2023,4302,cooking oil,Lt,234
21-02-2023,4305,cooking oil,Lt,179
21-02-2023,4314,cooking oil,Lt,128
21-02-2023,4317,cooking oil,Lt,223
21-02-2023,4323,cooking oil,Lt,230
21-02-2023,4323,cooking oil,Lt,166
21-02-2023,4323,cooking oil,Lt,137
21-02-2023,4384,cooking oil,Lt,142
21-02-2023,4387,cooking oil,Lt,168
21-02-2023,4387,cooking oil,Lt,201
21-02-2023,4387,cooking oil,Lt,160
21-02-2023,4387,cooking oil,Lt,150
21-02-2023,4392,cooking oil,Lt,186
21-02-2023,4394,cooking oil,Lt,188
21-02-2023,4426,cooking oil,Lt,172
21-02-2023,4450,cooking oil,Lt,166
21-02-2023,4453,cooking oil,Lt,239
21-02-2023,4453,cooking oil,Lt,185
21-02-2023,4454,cooking oil,Lt,181
21-02-2023,4454,cooking oil,Lt,164
21-02-2023,4457,cooking oil,Lt,165
21-02-2023,4461,cooking oil,Lt,191
21-02-2023,4468,cooking oil,Lt,147
21-02-2023,4485,cooking oil,Lt,231
21-02-2023,4485,cooking oil,Lt,249
21-02-2023,4559,cooking oil,Lt,244
21-02-2023,4561,cooking oil,Lt,228
21-02-2023,4600,cooking oil,Lt,239
21-02-2023,4602,cooking oil,Lt,146
21-02-2023,4604,cooking oil,Lt,141
21-02-2023,4611,cooking oil,Lt,246
21-02-2023,4614,cooking oil,Lt,207
21-02-2023,4616,cooking oil,Lt,138
21-02-2023,4617,cooking oil,Lt,210
21-02-2023,4627,cooking oil,Lt,234
21-02-2023,4627,cooking oil,Lt,174
21-02-2023,4631,cooking oil,Lt,169
21-02-2023,4632,cooking oil,Lt,166
21-02-2023,4645,cooking oil,Lt,128
21-02-2023,4745,cooking oil,Lt,166
21-02-2023,4787,cooking oil,Lt,203
21-02-2023,4788,cooking oil,Lt,187
21-02-2023,4788,cooking oil,Lt,162
21-02-2023,4792,cooking oil,Lt,140
21-02-2023,4804,cooking oil,Lt,150
21-02-2023,4804,cooking oil,Lt,134
21-02-2023,4831,cooking oil,Lt,159
21-02-2023,4860,cooking oil,Lt,250
21-02-2023,4866,cooking oil,Lt,197
21-02-2023,4866,cooking oil,Lt,209
21-02-2023,4877,cooking oil,Lt,217
21-02-2023,4877,cooking oil,Lt,250
21-02-2023,4881,cooking oil,Lt,221
21-02-2023,4883,cooking oil,Lt,160
21-02-2023,4889,cooking oil,Lt,173
21-02-2023,4903,cooking oil,Lt,138
21-02-2023,4903,cooking oil,Lt,132
21-02-2023,4964,cooking oil,Lt,230
21-02-2023,4964,cooking oil,Lt,200
21-02-2023,5000,cooking oil,Lt,169
21-02-2023,5000,cooking oil,Lt,133
21-02-2023,5001,cooking oil,Lt,220
21-02-2023,5002,cooking oil,Lt,138
21-02-2023,5002,cooking oil,Lt,140
21-02-2023,5007,cooking oil,Lt,125
21-02-2023,5008,cooking oil,Lt,159
21-02-2023,5009,cooking oil,Lt,191
21-02-2023,5021,cooking oil,Lt,131
21-02-2023,5027,cooking oil,Lt,188
21-02-2023,5031,cooking oil,Lt,123
21-02-2023,5148,cooking oil,Lt,180
21-02-2023,5192,cooking oil,Lt,148
21-02-2023,5195,cooking oil,Lt,185
21-02-2023,5229,cooking oil,Lt,135
21-02-2023,5256,cooking oil,Lt,120
21-02-2023,5256,cooking oil,Lt,221
21-02-2023,5256,cooking oil,Lt,142
21-02-2023,5256,cooking oil,Lt,170
21-02-2023,5261,cooking oil,Lt,214
21-02-2023,5261,cooking oil,Lt,170
21-02-2023,5264,cooking oil,Lt,132
21-02-2023,5265,cooking oil,Lt,232
21-02-2023,5267,cooking oil,Lt,129
21-02-2023,5277,cooking oil,Lt,229
21-02-2023,5282,cooking oil,Lt,203
21-02-2023,5282,cooking oil,Lt,217
21-02-2023,5282,cooking oil,Lt,194
21-02-2023,5288,cooking oil,Lt,135
21-02-2023,5288,cooking oil,Lt,200
21-02-2023,5347,cooking oil,Lt,210
21-02-2023,5347,cooking oil,Lt,216
21-02-2023,5347,cooking oil,Lt,171
21-02-2023,5380,cooking oil,Lt,135
21-02-2023,5380,cooking oil,Lt,130
21-02-2023,5387,cooking oil,Lt,165
21-02-2023,5390,cooking oil,Lt,228
21-02-2023,5392,cooking oil,Lt,135
21-02-2023,5395,cooking oil,Lt,248
21-02-2023,5396,cooking oil,Lt,154
21-02-2023,5396,cooking oil,Lt,164
21-02-2023,5396,cooking oil,Lt,202
21-02-2023,5411,cooking oil,Lt,194
21-02-2023,5412,cooking oil,Lt,227
21-02-2023,5416,cooking oil,Lt,246
21-02-2023,5416,cooking oil,Lt,200
21-02-2023,5419,cooking oil,Lt,189
21-02-2023,5419,cooking oil,Lt,191
21-02-2023,5515,cooking oil,Lt,215
21-02-2023,5515,cooking oil,Lt,146
21-02-2023,5533,cooking oil,Lt,189
21-02-2023,5539,cooking oil,Lt,159
21-02-2023,5540,cooking oil,Lt,151
21-02-2023,5540,cooking oil,Lt,246
21-02-2023,5550,cooking oil,Lt,128
21-02-2023,5550,cooking oil,Lt,236
21-02-2023,5620,cooking oil,Lt,160
21-02-2023,5620,cooking oil,Lt,135
21-02-2023,5620,cooking oil,Lt,141
21-02-2023,5620,cooking oil,Lt,153
21-02-2023,5620,cooking oil,Lt,199
21-02-2023,5620,cooking oil,Lt,237
21-02-2023,5620,cooking oil,Lt,249
21-02-2023,5620,cooking oil,Lt,176
21-02-2023,5620,cooking oil,Lt,233
21-02-2023,5620,cooking oil,Lt,207
21-02-2023,5620,cooking oil,Lt,211
21-02-2023,5621,cooking oil,Lt,176
21-02-2023,5621,cooking oil,Lt,180
21-02-2023,5622,cooking oil,Lt,137
21-02-2023,5624,cooking oil,Lt,128
21-02-2023,5695,cooking oil,Lt,183
21-02-2023,5697,cooking oil,Lt,156
21-02-2023,5697,cooking oil,Lt,154
21-02-2023,5730,cooking oil,Lt,136
21-02-2023,5731,cooking oil,Lt,240
21-02-2023,5732,cooking oil,Lt,177
21-02-2023,5732,cooking oil,Lt,244
21-02-2023,5734,cooking oil,Lt,169
21-02-2023,5734,cooking oil,Lt,234
21-02-2023,5736,cooking oil,Lt,172
21-02-2023,5737,cooking oil,Lt,248
21-02-2023,5737,cooking oil,Lt,247
21-02-2023,5749,cooking oil,Lt,168
21-02-2023,5750,cooking oil,Lt,219
21-02-2023,5751,cooking oil,Lt,203
21-02-2023,5752,cooking oil,Lt,216
21-02-2023,5759,cooking oil,Lt,181
21-02-2023,5760,cooking oil,Lt,160
21-02-2023,5829,cooking oil,Lt,240
21-02-2023,5829,cooking oil,Lt,204
21-02-2023,5847,cooking oil,Lt,210
21-02-2023,5848,cooking oil,Lt,247
21-02-2023,5851,cooking oil,Lt,247
21-02-2023,5853,cooking oil,Lt,184
21-02-2023,5858,cooking oil,Lt,168
21-02-2023,5858,cooking oil,Lt,164
21-02-2023,5921,cooking oil,Lt,195
21-02-2023,5922,cooking oil,Lt,193
21-02-2023,5922,cooking oil,Lt,250
21-02-2023,5923,cooking oil,Lt,248
21-02-2023,5926,cooking oil,Lt,185
21-02-2023,5927,cooking oil,Lt,193
21-02-2023,5933,cooking oil,Lt,126
21-02-2023,5936,cooking oil,Lt,226
21-02-2023,5936,cooking oil,Lt,127
21-02-2023,5942,cooking oil,Lt,249
21-02-2023,5949,cooking oil,Lt,147
21-02-2023,5950,cooking oil,Lt,185
21-02-2023,5953,cooking oil,Lt,203
21-02-2023,5953,cooking oil,Lt,145
21-02-2023,5953,cooking oil,Lt,238
21-02-2023,6032,cooking oil,Lt,151
21-02-2023,6035,cooking oil,Lt,243
21-02-2023,6035,cooking oil,Lt,153
21-02-2023,6071,cooking oil,Lt,221
21-02-2023,6073,cooking oil,Lt,236
21-02-2023,6074,cooking oil,Lt,232
21-02-2023,6074,cooking oil,Lt,155
21-02-2023,6074,cooking oil,Lt,177
21-02-2023,6074,cooking oil,Lt,238
21-02-2023,6078,cooking oil,Lt,159
21-02-2023,6079,cooking oil,Lt,214
21-02-2023,6079,cooking oil,Lt,213
21-02-2023,6094,cooking oil,Lt,188
21-02-2023,6098,cooking oil,Lt,233
21-02-2023,6099,cooking oil,Lt,122
21-02-2023,6099,cooking oil,Lt,161
21-02-2023,6109,cooking oil,Lt,168
21-02-2023,6109,cooking oil,Lt,225
21-02-2023,6197,cooking oil,Lt,144
21-02-2023,6197,cooking oil,Lt,216
21-02-2023,6222,cooking oil,Lt,221
21-02-2023,6222,cooking oil,Lt,181
21-02-2023,6222,cooking oil,Lt,179
21-02-2023,6226,cooking oil,Lt,227
21-02-2023,6236,cooking oil,Lt,202
21-02-2023,6236,cooking oil,Lt,238
21-02-2023,6309,cooking oil,Lt,207
21-02-2023,6309,cooking oil,Lt,248
21-02-2023,6309,cooking oil,Lt,224
21-02-2023,6314,cooking oil,Lt,194
21-02-2023,6320,cooking oil,Lt,130
21-02-2023,6320,cooking oil,Lt,169
21-02-2023,6323,cooking oil,Lt,198
21-02-2023,6329,cooking oil,Lt,178
21-02-2023,6332,cooking oil,Lt,239
21-02-2023,6346,cooking oil,Lt,133
21-02-2023,6352,cooking oil,Lt,183
21-02-2023,6353,cooking oil,Lt,170
21-02-2023,6354,cooking oil,Lt,181
21-02-2023,6357,cooking oil,Lt,197
21-02-2023,6357,cooking oil,Lt,250
21-02-2023,6462,cooking oil,Lt,126
21-02-2023,6462,cooking oil,Lt,140
21-02-2023,6463,cooking oil,Lt,191
21-02-2023,6512,cooking oil,Lt,233
21-02-2023,6512,cooking oil,Lt,225
21-02-2023,6513,cooking oil,Lt,137
21-02-2023,6513,cooking oil,Lt,165
21-02-2023,6513,cooking oil,Lt,142
21-02-2023,6513,cooking oil,Lt,170
21-02-2023,6513,cooking oil,Lt,189
21-02-2023,6513,cooking oil,Lt,237
21-02-2023,6513,cooking oil,Lt,190
21-02-2023,6513,cooking oil,Lt,239
21-02-2023,6513,cooking oil,Lt,224
21-02-2023,6515,cooking oil,Lt,220
21-02-2023,6517,cooking oil,Lt,141
21-02-2023,6527,cooking oil,Lt,161
21-02-2023,6530,cooking oil,Lt,173
21-02-2023,6650,cooking oil,Lt,174
21-02-2023,6650,cooking oil,Lt,204
21-02-2023,6677,cooking oil,Lt,129
21-02-2023,6678,cooking oil,Lt,198
21-02-2023,6679,cooking oil,Lt,173
21-02-2023,6680,cooking oil,Lt,163
21-02-2023,6688,cooking oil,Lt,240
21-02-2023,6688,cooking oil,Lt,212
21-02-2023,6771,cooking oil,Lt,219
21-02-2023,6774,cooking oil,Lt,131
21-02-2023,6778,cooking oil,Lt,128
21-02-2023,6784,cooking oil,Lt,192
21-02-2023,6785,cooking oil,Lt,147
21-02-2023,6785,cooking oil,Lt,199
21-02-2023,6785,cooking oil,Lt,133
21-02-2023,6785,cooking oil,Lt,218
21-02-2023,6785,cooking oil,Lt,165
21-02-2023,6808,cooking oil,Lt,187
21-02-2023,6810,cooking oil,Lt,137
21-02-2023,6810,cooking oil,Lt,177
21-02-2023,6812,cooking oil,Lt,196
21-02-2023,6812,cooking oil,Lt,134
21-02-2023,6812,cooking oil,Lt,167
21-02-2023,6883,cooking oil,Lt,141
21-02-2023,6883,cooking oil,Lt,177
21-02-2023,6883,cooking oil,Lt,206
21-02-2023,6914,cooking oil,Lt,207
21-02-2023,6914,cooking oil,Lt,151
21-02-2023,6914,cooking oil,Lt,134
21-02-2023,6914,cooking oil,Lt,240
21-02-2023,6914,cooking oil,Lt,233
21-02-2023,6914,cooking oil,Lt,247
21-02-2023,6916,cooking oil,Lt,248
21-02-2023,6917,cooking oil,Lt,133
21-02-2023,6917,cooking oil,Lt,174
21-02-2023,6926,cooking oil,Lt,156
21-02-2023,6926,cooking oil,Lt,237
21-02-2023,6929,cooking oil,Lt,157
21-02-2023,6930,cooking oil,Lt,193
21-02-2023,6947,cooking oil,Lt,207
21-02-2023,6948,cooking oil,Lt,149
21-02-2023,7040,cooking oil,Lt,147
21-02-2023,7040,cooking oil,Lt,213
21-02-2023,7083,cooking oil,Lt,190
21-02-2023,7086,cooking oil,Lt,197
21-02-2023,7088,cooking oil,Lt,179
21-02-2023,7092,cooking oil,Lt,239
21-02-2023,7096,cooking oil,Lt,127
21-02-2023,7096,cooking oil,Lt,151
21-02-2023,7155,cooking oil,Lt,222
21-02-2023,7155,cooking oil,Lt,223
21-02-2023,7155,cooking oil,Lt,183
21-02-2023,7155,cooking oil,Lt,145
21-02-2023,7155,cooking oil,Lt,210
21-02-2023,7158,cooking oil,Lt,184
21-02-2023,7176,cooking oil,Lt,187
21-02-2023,7179,cooking oil,Lt,125
21-02-2023,7179,cooking oil,Lt,120
21-02-2023,7182,cooking oil,Lt,210
21-02-2023,7297,cooking oil,Lt,226
21-02-2023,7297,cooking oil,Lt,238
21-02-2023,7348,cooking oil,Lt,249
21-02-2023,7428,cooking oil,Lt,207
21-02-2023,7457,cooking oil,Lt,152
21-02-2023,7535,cooking oil,Lt,237
21-02-2023,7535,cooking oil,Lt,208
21-02-2023,7535,cooking oil,Lt,204
21-02-2023,7537,cooking oil,Lt,150
21-02-2023,7537,cooking oil,Lt,204
21-02-2023,7545,cooking oil,Lt,236
21-02-2023,7550,cooking oil,Lt,187
21-02-2023,7552,cooking oil,Lt,142
21-02-2023,7567,cooking oil,Lt,212
21-02-2023,7567,cooking oil,Lt,178
21-02-2023,7570,cooking oil,Lt,239
21-02-2023,7648,cooking oil,Lt,179
21-02-2023,7704,cooking oil,Lt,182
21-02-2023,7704,cooking oil,Lt,124
21-02-2023,7704,cooking oil,Lt,201
21-02-2023,7706,cooking oil,Lt,200
21-02-2023,7713,cooking oil,Lt,237
21-02-2023,7718,cooking oil,Lt,135
21-02-2023,7721,cooking oil,Lt,182
21-02-2023,7727,cooking oil,Lt,232
21-02-2023,7735,cooking oil,Lt,193
21-02-2023,7743,cooking oil,Lt,135
21-02-2023,7743,cooking oil,Lt,140
21-02-2023,7745,cooking oil,Lt,143
21-02-2023,7845,cooking oil,Lt,246
21-02-2023,7883,cooking oil,Lt,199
21-02-2023,7884,cooking oil,Lt,238
21-02-2023,7884,cooking oil,Lt,123
21-02-2023,7885,cooking oil,Lt,175
21-02-2023,7889,cooking oil,Lt,231
21-02-2023,7889,cooking oil,Lt,150
21-02-2023,7925,cooking oil,Lt,205
21-02-2023,7970,cooking oil,Lt,130
21-02-2023,7975,cooking oil,Lt,232
21-02-2023,7975,cooking oil,Lt,193
21-02-2023,7982,cooking oil,Lt,160
21-02-2023,7982,cooking oil,Lt,124
21-02-2023,7983,cooking oil,Lt,230
21-02-2023,7983,cooking oil,Lt,131
21-02-2023,7983,cooking oil,Lt,179
21-02-2023,7998,cooking oil,Lt,170
21-02-2023,8012,cooking oil,Lt,224
21-02-2023,8012,cooking oil,Lt,120
21-02-2023,8023,cooking oil,Lt,206
21-02-2023,8144,cooking oil,Lt,209
21-02-2023,8197,cooking oil,Lt,249
21-02-2023,8205,cooking oil,Lt,155
21-02-2023,8208,cooking oil,Lt,230
21-02-2023,8212,cooking oil,Lt,196
21-02-2023,8215,cooking oil,Lt,164
21-02-2023,8215,cooking oil,Lt,171
21-02-2023,8220,cooking oil,Lt,181
21-02-2023,8226,cooking oil,Lt,146
21-02-2023,8226,cooking oil,Lt,236
21-02-2023,8233,cooking oil,Lt,192
21-02-2023,8233,cooking oil,Lt,190
21-02-2023,8233,cooking oil,Lt,228
21-02-2023,8279,cooking oil,Lt,202
21-02-2023,8304,cooking oil,Lt,168
21-02-2023,8304,cooking oil,Lt,202
21-02-2023,8304,cooking oil,Lt,218
21-02-2023,8304,cooking oil,Lt,217
21-02-2023,8307,cooking oil,Lt,175
21-02-2023,8307,cooking oil,Lt,164
21-02-2023,8317,cooking oil,Lt,205
21-02-2023,8362,cooking oil,Lt,121
21-02-2023,8367,cooking oil,Lt,157
21-02-2023,8367,cooking oil,Lt,248
21-02-2023,8375,cooking oil,Lt,149
21-02-2023,8377,cooking oil,Lt,181
21-02-2023,8380,cooking oil,Lt,215
21-02-2023,8385,cooking oil,Lt,179
21-02-2023,8396,cooking oil,Lt,161
21-02-2023,8407,cooking oil,Lt,196
21-02-2023,8420,cooking oil,Lt,141
21-02-2023,8420,cooking oil,Lt,197
21-02-2023,8424,cooking oil,Lt,157
21-02-2023,8533,cooking oil,Lt,205
21-02-2023,8589,cooking oil,Lt,147
21-02-2023,8591,cooking oil,Lt,231
21-02-2023,8596,cooking oil,Lt,189
21-02-2023,8597,cooking oil,Lt,141
21-02-2023,8601,cooking oil,Lt,210
21-02-2023,8612,cooking oil,Lt,133
21-02-2023,8615,cooking oil,Lt,223
21-02-2023,8619,cooking oil,Lt,147
21-02-2023,8622,cooking oil,Lt,145
21-02-2023,8622,cooking oil,Lt,238
21-02-2023,8622,cooking oil,Lt,201
21-02-2023,8622,cooking oil,Lt,207
21-02-2023,8659,cooking oil,Lt,219
21-02-2023,8659,cooking oil,Lt,173
21-02-2023,8659,cooking oil,Lt,158
21-02-2023,8659,cooking oil,Lt,184
21-02-2023,8659,cooking oil,Lt,180
21-02-2023,8659,cooking oil,Lt,168
21-02-2023,8659,cooking oil,Lt,214
21-02-2023,8667,cooking oil,Lt,127
21-02-2023,8705,cooking oil,Lt,169
21-02-2023,8720,cooking oil,Lt,235
