ds,Item,units,y
20-03-2022,sugar,KG,59
20-03-2022,sugar,KG,78
20-03-2022,sugar,KG,55
20-03-2022,sugar,KG,195
20-03-2022,sugar,KG,139
20-03-2022,sugar,KG,55
20-03-2022,sugar,KG,106
21-03-2022,sugar,KG,171
21-03-2022,sugar,KG,117
21-03-2022,sugar,KG,185
21-03-2022,sugar,KG,105
21-03-2022,sugar,KG,97
21-03-2022,sugar,KG,82
21-03-2022,sugar,KG,198
21-03-2022,sugar,KG,125
21-03-2022,sugar,KG,92
21-03-2022,sugar,KG,159
21-03-2022,sugar,KG,118
22-03-2022,sugar,KG,161
22-03-2022,sugar,KG,164
22-03-2022,sugar,KG,84
22-03-2022,sugar,KG,169
22-03-2022,sugar,KG,177
22-03-2022,sugar,KG,185
22-03-2022,sugar,KG,64
22-03-2022,sugar,KG,55
22-03-2022,sugar,KG,72
22-03-2022,sugar,KG,81
23-03-2022,sugar,KG,192
23-03-2022,sugar,KG,187
23-03-2022,sugar,KG,68
23-03-2022,sugar,KG,60
23-03-2022,sugar,KG,78
23-03-2022,sugar,KG,68
23-03-2022,sugar,KG,123
23-03-2022,sugar,KG,107
23-03-2022,sugar,KG,59
23-03-2022,sugar,KG,168
23-03-2022,sugar,KG,96
23-03-2022,sugar,KG,168
23-03-2022,sugar,KG,104
23-03-2022,sugar,KG,66
24-03-2022,sugar,KG,114
24-03-2022,sugar,KG,89
24-03-2022,sugar,KG,57
24-03-2022,sugar,KG,192
24-03-2022,sugar,KG,103
24-03-2022,sugar,KG,142
24-03-2022,sugar,KG,103
24-03-2022,sugar,KG,161
24-03-2022,sugar,KG,84
25-03-2022,sugar,KG,160
25-03-2022,sugar,KG,141
25-03-2022,sugar,KG,102
25-03-2022,sugar,KG,60
25-03-2022,sugar,KG,182
25-03-2022,sugar,KG,163
25-03-2022,sugar,KG,80
25-03-2022,sugar,KG,138
26-03-2022,sugar,KG,167
26-03-2022,sugar,KG,104
26-03-2022,sugar,KG,163
26-03-2022,sugar,KG,167
26-03-2022,sugar,KG,134
26-03-2022,sugar,KG,196
26-03-2022,sugar,KG,121
26-03-2022,sugar,KG,147
26-03-2022,sugar,KG,174
26-03-2022,sugar,KG,167
26-03-2022,sugar,KG,66
26-03-2022,sugar,KG,132
27-03-2022,sugar,KG,152
27-03-2022,sugar,KG,174
27-03-2022,sugar,KG,66
27-03-2022,sugar,KG,137
27-03-2022,sugar,KG,137
27-03-2022,sugar,KG,188
27-03-2022,sugar,KG,143
27-03-2022,sugar,KG,140
27-03-2022,sugar,KG,91
28-03-2022,sugar,KG,160
28-03-2022,sugar,KG,62
28-03-2022,sugar,KG,78
28-03-2022,sugar,KG,179
28-03-2022,sugar,KG,195
28-03-2022,sugar,KG,192
28-03-2022,sugar,KG,150
28-03-2022,sugar,KG,128
29-03-2022,sugar,KG,198
29-03-2022,sugar,KG,84
29-03-2022,sugar,KG,63
29-03-2022,sugar,KG,80
29-03-2022,sugar,KG,123
29-03-2022,sugar,KG,125
29-03-2022,sugar,KG,163
29-03-2022,sugar,KG,131
29-03-2022,sugar,KG,62
29-03-2022,sugar,KG,158
29-03-2022,sugar,KG,135
30-03-2022,sugar,KG,76
30-03-2022,sugar,KG,126
30-03-2022,sugar,KG,161
30-03-2022,sugar,KG,54
30-03-2022,sugar,KG,141
30-03-2022,sugar,KG,62
30-03-2022,sugar,KG,157
30-03-2022,sugar,KG,101
30-03-2022,sugar,KG,176
30-03-2022,sugar,KG,113
30-03-2022,sugar,KG,87
30-03-2022,sugar,KG,172
30-03-2022,sugar,KG,116
30-03-2022,sugar,KG,132
31-03-2022,sugar,KG,114
31-03-2022,sugar,KG,189
31-03-2022,sugar,KG,127
31-03-2022,sugar,KG,144
31-03-2022,sugar,KG,98
31-03-2022,sugar,KG,131
31-03-2022,sugar,KG,169
01-04-2022,sugar,KG,199
01-04-2022,sugar,KG,114
01-04-2022,sugar,KG,182
01-04-2022,sugar,KG,54
01-04-2022,sugar,KG,106
01-04-2022,sugar,KG,54
01-04-2022,sugar,KG,156
01-04-2022,sugar,KG,74
01-04-2022,sugar,KG,173
01-04-2022,sugar,KG,99
02-04-2022,sugar,KG,77
02-04-2022,sugar,KG,132
02-04-2022,sugar,KG,119
02-04-2022,sugar,KG,127
02-04-2022,sugar,KG,51
02-04-2022,sugar,KG,79
02-04-2022,sugar,KG,173
02-04-2022,sugar,KG,151
02-04-2022,sugar,KG,63
02-04-2022,sugar,KG,164
02-04-2022,sugar,KG,144
02-04-2022,sugar,KG,141
02-04-2022,sugar,KG,50
02-04-2022,sugar,KG,163
03-04-2022,sugar,KG,105
03-04-2022,sugar,KG,108
03-04-2022,sugar,KG,101
03-04-2022,sugar,KG,141
03-04-2022,sugar,KG,119
03-04-2022,sugar,KG,111
03-04-2022,sugar,KG,106
03-04-2022,sugar,KG,124
03-04-2022,sugar,KG,85
03-04-2022,sugar,KG,92
03-04-2022,sugar,KG,94
03-04-2022,sugar,KG,58
03-04-2022,sugar,KG,159
03-04-2022,sugar,KG,85
03-04-2022,sugar,KG,62
03-04-2022,sugar,KG,177
03-04-2022,sugar,KG,76
03-04-2022,sugar,KG,140
03-04-2022,sugar,KG,200
04-04-2022,sugar,KG,158
04-04-2022,sugar,KG,190
04-04-2022,sugar,KG,149
04-04-2022,sugar,KG,78
04-04-2022,sugar,KG,119
04-04-2022,sugar,KG,117
04-04-2022,sugar,KG,119
04-04-2022,sugar,KG,193
04-04-2022,sugar,KG,97
04-04-2022,sugar,KG,117
04-04-2022,sugar,KG,160
04-04-2022,sugar,KG,170
05-04-2022,sugar,KG,188
05-04-2022,sugar,KG,78
05-04-2022,sugar,KG,122
05-04-2022,sugar,KG,56
05-04-2022,sugar,KG,154
06-04-2022,sugar,KG,199
06-04-2022,sugar,KG,124
06-04-2022,sugar,KG,129
06-04-2022,sugar,KG,111
06-04-2022,sugar,KG,142
06-04-2022,sugar,KG,142
06-04-2022,sugar,KG,191
06-04-2022,sugar,KG,175
07-04-2022,sugar,KG,138
07-04-2022,sugar,KG,147
07-04-2022,sugar,KG,104
07-04-2022,sugar,KG,88
07-04-2022,sugar,KG,104
07-04-2022,sugar,KG,88
07-04-2022,sugar,KG,57
07-04-2022,sugar,KG,171
07-04-2022,sugar,KG,182
08-04-2022,sugar,KG,178
08-04-2022,sugar,KG,116
08-04-2022,sugar,KG,107
08-04-2022,sugar,KG,188
08-04-2022,sugar,KG,67
08-04-2022,sugar,KG,174
08-04-2022,sugar,KG,173
08-04-2022,sugar,KG,71
08-04-2022,sugar,KG,178
08-04-2022,sugar,KG,185
08-04-2022,sugar,KG,112
08-04-2022,sugar,KG,181
08-04-2022,sugar,KG,179
08-04-2022,sugar,KG,170
08-04-2022,sugar,KG,112
08-04-2022,sugar,KG,113
08-04-2022,sugar,KG,118
08-04-2022,sugar,KG,129
09-04-2022,sugar,KG,161
09-04-2022,sugar,KG,147
09-04-2022,sugar,KG,144
09-04-2022,sugar,KG,132
09-04-2022,sugar,KG,194
09-04-2022,sugar,KG,128
09-04-2022,sugar,KG,99
09-04-2022,sugar,KG,116
09-04-2022,sugar,KG,139
09-04-2022,sugar,KG,140
10-04-2022,sugar,KG,73
10-04-2022,sugar,KG,94
10-04-2022,sugar,KG,158
10-04-2022,sugar,KG,178
10-04-2022,sugar,KG,155
10-04-2022,sugar,KG,189
10-04-2022,sugar,KG,169
11-04-2022,sugar,KG,104
11-04-2022,sugar,KG,139
11-04-2022,sugar,KG,73
11-04-2022,sugar,KG,145
11-04-2022,sugar,KG,154
11-04-2022,sugar,KG,73
11-04-2022,sugar,KG,131
11-04-2022,sugar,KG,79
11-04-2022,sugar,KG,79
11-04-2022,sugar,KG,97
11-04-2022,sugar,KG,200
11-04-2022,sugar,KG,126
11-04-2022,sugar,KG,61
11-04-2022,sugar,KG,111
11-04-2022,sugar,KG,53
11-04-2022,sugar,KG,197
11-04-2022,sugar,KG,125
11-04-2022,sugar,KG,122
12-04-2022,sugar,KG,50
12-04-2022,sugar,KG,71
12-04-2022,sugar,KG,56
12-04-2022,sugar,KG,130
12-04-2022,sugar,KG,169
12-04-2022,sugar,KG,140
12-04-2022,sugar,KG,123
12-04-2022,sugar,KG,95
12-04-2022,sugar,KG,55
12-04-2022,sugar,KG,185
12-04-2022,sugar,KG,58
13-04-2022,sugar,KG,55
13-04-2022,sugar,KG,62
13-04-2022,sugar,KG,164
13-04-2022,sugar,KG,188
13-04-2022,sugar,KG,53
13-04-2022,sugar,KG,188
13-04-2022,sugar,KG,170
13-04-2022,sugar,KG,180
13-04-2022,sugar,KG,96
13-04-2022,sugar,KG,104
14-04-2022,sugar,KG,195
14-04-2022,sugar,KG,168
14-04-2022,sugar,KG,92
14-04-2022,sugar,KG,183
15-04-2022,sugar,KG,157
15-04-2022,sugar,KG,125
15-04-2022,sugar,KG,195
15-04-2022,sugar,KG,193
15-04-2022,sugar,KG,60
15-04-2022,sugar,KG,176
15-04-2022,sugar,KG,82
15-04-2022,sugar,KG,60
15-04-2022,sugar,KG,168
16-04-2022,sugar,KG,90
16-04-2022,sugar,KG,172
16-04-2022,sugar,KG,191
16-04-2022,sugar,KG,119
16-04-2022,sugar,KG,63
16-04-2022,sugar,KG,152
16-04-2022,sugar,KG,68
16-04-2022,sugar,KG,61
16-04-2022,sugar,KG,82
16-04-2022,sugar,KG,118
16-04-2022,sugar,KG,163
17-04-2022,sugar,KG,179
17-04-2022,sugar,KG,85
17-04-2022,sugar,KG,105
17-04-2022,sugar,KG,51
17-04-2022,sugar,KG,194
17-04-2022,sugar,KG,77
17-04-2022,sugar,KG,156
17-04-2022,sugar,KG,156
17-04-2022,sugar,KG,137
17-04-2022,sugar,KG,56
18-04-2022,sugar,KG,161
18-04-2022,sugar,KG,67
18-04-2022,sugar,KG,193
18-04-2022,sugar,KG,189
18-04-2022,sugar,KG,111
18-04-2022,sugar,KG,169
18-04-2022,sugar,KG,197
18-04-2022,sugar,KG,95
18-04-2022,sugar,KG,178
18-04-2022,sugar,KG,199
18-04-2022,sugar,KG,58
18-04-2022,sugar,KG,70
19-04-2022,sugar,KG,192
19-04-2022,sugar,KG,89
19-04-2022,sugar,KG,67
19-04-2022,sugar,KG,170
19-04-2022,sugar,KG,71
19-04-2022,sugar,KG,119
19-04-2022,sugar,KG,58
19-04-2022,sugar,KG,139
19-04-2022,sugar,KG,134
19-04-2022,sugar,KG,165
19-04-2022,sugar,KG,162
19-04-2022,sugar,KG,52
20-04-2022,sugar,KG,143
20-04-2022,sugar,KG,126
20-04-2022,sugar,KG,114
20-04-2022,sugar,KG,154
20-04-2022,sugar,KG,98
20-04-2022,sugar,KG,140
20-04-2022,sugar,KG,190
20-04-2022,sugar,KG,121
21-04-2022,sugar,KG,93
21-04-2022,sugar,KG,135
21-04-2022,sugar,KG,145
21-04-2022,sugar,KG,160
21-04-2022,sugar,KG,146
21-04-2022,sugar,KG,187
21-04-2022,sugar,KG,124
21-04-2022,sugar,KG,103
21-04-2022,sugar,KG,71
21-04-2022,sugar,KG,64
22-04-2022,sugar,KG,93
22-04-2022,sugar,KG,113
22-04-2022,sugar,KG,140
22-04-2022,sugar,KG,139
22-04-2022,sugar,KG,118
22-04-2022,sugar,KG,123
22-04-2022,sugar,KG,131
22-04-2022,sugar,KG,173
22-04-2022,sugar,KG,131
22-04-2022,sugar,KG,156
22-04-2022,sugar,KG,84
22-04-2022,sugar,KG,50
22-04-2022,sugar,KG,55
22-04-2022,sugar,KG,64
22-04-2022,sugar,KG,167
22-04-2022,sugar,KG,169
22-04-2022,sugar,KG,196
23-04-2022,sugar,KG,101
23-04-2022,sugar,KG,116
23-04-2022,sugar,KG,122
23-04-2022,sugar,KG,107
23-04-2022,sugar,KG,144
23-04-2022,sugar,KG,57
23-04-2022,sugar,KG,68
23-04-2022,sugar,KG,63
23-04-2022,sugar,KG,148
23-04-2022,sugar,KG,131
24-04-2022,sugar,KG,63
24-04-2022,sugar,KG,59
24-04-2022,sugar,KG,56
24-04-2022,sugar,KG,96
24-04-2022,sugar,KG,64
24-04-2022,sugar,KG,169
24-04-2022,sugar,KG,99
24-04-2022,sugar,KG,62
24-04-2022,sugar,KG,185
24-04-2022,sugar,KG,187
25-04-2022,sugar,KG,109
25-04-2022,sugar,KG,200
25-04-2022,sugar,KG,119
25-04-2022,sugar,KG,72
25-04-2022,sugar,KG,144
25-04-2022,sugar,KG,126
25-04-2022,sugar,KG,109
25-04-2022,sugar,KG,147
25-04-2022,sugar,KG,104
25-04-2022,sugar,KG,85
25-04-2022,sugar,KG,177
25-04-2022,sugar,KG,150
25-04-2022,sugar,KG,198
25-04-2022,sugar,KG,186
25-04-2022,sugar,KG,179
25-04-2022,sugar,KG,122
26-04-2022,sugar,KG,126
26-04-2022,sugar,KG,196
26-04-2022,sugar,KG,154
26-04-2022,sugar,KG,121
26-04-2022,sugar,KG,111
26-04-2022,sugar,KG,129
26-04-2022,sugar,KG,62
26-04-2022,sugar,KG,196
26-04-2022,sugar,KG,68
26-04-2022,sugar,KG,135
26-04-2022,sugar,KG,140
26-04-2022,sugar,KG,87
26-04-2022,sugar,KG,183
27-04-2022,sugar,KG,159
27-04-2022,sugar,KG,99
27-04-2022,sugar,KG,66
27-04-2022,sugar,KG,57
27-04-2022,sugar,KG,106
27-04-2022,sugar,KG,170
27-04-2022,sugar,KG,131
27-04-2022,sugar,KG,140
27-04-2022,sugar,KG,72
27-04-2022,sugar,KG,52
27-04-2022,sugar,KG,176
28-04-2022,sugar,KG,167
28-04-2022,sugar,KG,193
28-04-2022,sugar,KG,154
28-04-2022,sugar,KG,109
28-04-2022,sugar,KG,102
28-04-2022,sugar,KG,166
28-04-2022,sugar,KG,116
28-04-2022,sugar,KG,179
28-04-2022,sugar,KG,134
28-04-2022,sugar,KG,85
28-04-2022,sugar,KG,117
28-04-2022,sugar,KG,91
28-04-2022,sugar,KG,162
28-04-2022,sugar,KG,190
28-04-2022,sugar,KG,101
29-04-2022,sugar,KG,78
29-04-2022,sugar,KG,106
29-04-2022,sugar,KG,51
29-04-2022,sugar,KG,183
29-04-2022,sugar,KG,141
29-04-2022,sugar,KG,133
29-04-2022,sugar,KG,135
29-04-2022,sugar,KG,142
29-04-2022,sugar,KG,160
29-04-2022,sugar,KG,122
29-04-2022,sugar,KG,72
29-04-2022,sugar,KG,103
30-04-2022,sugar,KG,104
30-04-2022,sugar,KG,178
30-04-2022,sugar,KG,88
30-04-2022,sugar,KG,85
30-04-2022,sugar,KG,161
30-04-2022,sugar,KG,107
30-04-2022,sugar,KG,116
30-04-2022,sugar,KG,112
30-04-2022,sugar,KG,198
30-04-2022,sugar,KG,166
30-04-2022,sugar,KG,189
30-04-2022,sugar,KG,114
01-05-2022,sugar,KG,190
01-05-2022,sugar,KG,159
01-05-2022,sugar,KG,149
01-05-2022,sugar,KG,171
01-05-2022,sugar,KG,133
01-05-2022,sugar,KG,143
01-05-2022,sugar,KG,55
01-05-2022,sugar,KG,197
01-05-2022,sugar,KG,92
01-05-2022,sugar,KG,157
01-05-2022,sugar,KG,189
01-05-2022,sugar,KG,68
02-05-2022,sugar,KG,85
02-05-2022,sugar,KG,53
02-05-2022,sugar,KG,118
02-05-2022,sugar,KG,173
02-05-2022,sugar,KG,127
02-05-2022,sugar,KG,178
02-05-2022,sugar,KG,91
02-05-2022,sugar,KG,73
02-05-2022,sugar,KG,171
02-05-2022,sugar,KG,75
02-05-2022,sugar,KG,190
02-05-2022,sugar,KG,190
02-05-2022,sugar,KG,128
02-05-2022,sugar,KG,196
03-05-2022,sugar,KG,57
03-05-2022,sugar,KG,125
03-05-2022,sugar,KG,170
03-05-2022,sugar,KG,174
03-05-2022,sugar,KG,180
03-05-2022,sugar,KG,189
03-05-2022,sugar,KG,113
03-05-2022,sugar,KG,99
03-05-2022,sugar,KG,196
03-05-2022,sugar,KG,199
03-05-2022,sugar,KG,191
03-05-2022,sugar,KG,95
03-05-2022,sugar,KG,132
04-05-2022,sugar,KG,51
04-05-2022,sugar,KG,59
04-05-2022,sugar,KG,157
04-05-2022,sugar,KG,136
04-05-2022,sugar,KG,173
04-05-2022,sugar,KG,64
04-05-2022,sugar,KG,52
04-05-2022,sugar,KG,111
04-05-2022,sugar,KG,150
04-05-2022,sugar,KG,150
04-05-2022,sugar,KG,136
04-05-2022,sugar,KG,50
04-05-2022,sugar,KG,63
05-05-2022,sugar,KG,58
05-05-2022,sugar,KG,159
05-05-2022,sugar,KG,110
05-05-2022,sugar,KG,194
05-05-2022,sugar,KG,193
05-05-2022,sugar,KG,196
05-05-2022,sugar,KG,58
05-05-2022,sugar,KG,119
05-05-2022,sugar,KG,155
05-05-2022,sugar,KG,199
05-05-2022,sugar,KG,142
05-05-2022,sugar,KG,57
05-05-2022,sugar,KG,199
05-05-2022,sugar,KG,107
06-05-2022,sugar,KG,160
06-05-2022,sugar,KG,50
06-05-2022,sugar,KG,144
06-05-2022,sugar,KG,127
06-05-2022,sugar,KG,182
06-05-2022,sugar,KG,200
06-05-2022,sugar,KG,73
07-05-2022,sugar,KG,77
07-05-2022,sugar,KG,63
07-05-2022,sugar,KG,141
07-05-2022,sugar,KG,101
07-05-2022,sugar,KG,147
07-05-2022,sugar,KG,134
07-05-2022,sugar,KG,78
07-05-2022,sugar,KG,191
07-05-2022,sugar,KG,189
07-05-2022,sugar,KG,99
07-05-2022,sugar,KG,171
07-05-2022,sugar,KG,58
08-05-2022,sugar,KG,88
08-05-2022,sugar,KG,69
08-05-2022,sugar,KG,140
08-05-2022,sugar,KG,67
08-05-2022,sugar,KG,123
08-05-2022,sugar,KG,54
08-05-2022,sugar,KG,88
08-05-2022,sugar,KG,196
08-05-2022,sugar,KG,65
08-05-2022,sugar,KG,149
08-05-2022,sugar,KG,64
08-05-2022,sugar,KG,113
08-05-2022,sugar,KG,138
08-05-2022,sugar,KG,56
09-05-2022,sugar,KG,147
09-05-2022,sugar,KG,58
09-05-2022,sugar,KG,92
09-05-2022,sugar,KG,135
09-05-2022,sugar,KG,137
09-05-2022,sugar,KG,89
09-05-2022,sugar,KG,193
09-05-2022,sugar,KG,128
09-05-2022,sugar,KG,194
09-05-2022,sugar,KG,154
09-05-2022,sugar,KG,123
10-05-2022,sugar,KG,60
10-05-2022,sugar,KG,186
10-05-2022,sugar,KG,50
10-05-2022,sugar,KG,148
10-05-2022,sugar,KG,89
10-05-2022,sugar,KG,165
11-05-2022,sugar,KG,83
11-05-2022,sugar,KG,189
11-05-2022,sugar,KG,170
11-05-2022,sugar,KG,91
11-05-2022,sugar,KG,126
11-05-2022,sugar,KG,75
11-05-2022,sugar,KG,171
11-05-2022,sugar,KG,180
11-05-2022,sugar,KG,83
12-05-2022,sugar,KG,192
12-05-2022,sugar,KG,142
12-05-2022,sugar,KG,129
12-05-2022,sugar,KG,130
12-05-2022,sugar,KG,176
12-05-2022,sugar,KG,55
12-05-2022,sugar,KG,80
12-05-2022,sugar,KG,136
13-05-2022,sugar,KG,64
13-05-2022,sugar,KG,177
13-05-2022,sugar,KG,147
13-05-2022,sugar,KG,180
13-05-2022,sugar,KG,122
13-05-2022,sugar,KG,195
14-05-2022,sugar,KG,133
14-05-2022,sugar,KG,83
14-05-2022,sugar,KG,70
14-05-2022,sugar,KG,114
14-05-2022,sugar,KG,175
14-05-2022,sugar,KG,90
14-05-2022,sugar,KG,155
14-05-2022,sugar,KG,180
14-05-2022,sugar,KG,56
14-05-2022,sugar,KG,182
14-05-2022,sugar,KG,101
15-05-2022,sugar,KG,166
15-05-2022,sugar,KG,54
15-05-2022,sugar,KG,164
15-05-2022,sugar,KG,116
15-05-2022,sugar,KG,63
15-05-2022,sugar,KG,152
15-05-2022,sugar,KG,173
15-05-2022,sugar,KG,76
15-05-2022,sugar,KG,188
15-05-2022,sugar,KG,116
16-05-2022,sugar,KG,88
16-05-2022,sugar,KG,65
16-05-2022,sugar,KG,61
16-05-2022,sugar,KG,64
16-05-2022,sugar,KG,120
16-05-2022,sugar,KG,190
16-05-2022,sugar,KG,75
17-05-2022,sugar,KG,119
17-05-2022,sugar,KG,71
17-05-2022,sugar,KG,149
17-05-2022,sugar,KG,65
17-05-2022,sugar,KG,196
17-05-2022,sugar,KG,178
17-05-2022,sugar,KG,169
17-05-2022,sugar,KG,50
17-05-2022,sugar,KG,184
17-05-2022,sugar,KG,111
17-05-2022,sugar,KG,132
17-05-2022,sugar,KG,110
18-05-2022,sugar,KG,127
18-05-2022,sugar,KG,111
18-05-2022,sugar,KG,126
18-05-2022,sugar,KG,139
18-05-2022,sugar,KG,132
18-05-2022,sugar,KG,144
18-05-2022,sugar,KG,65
18-05-2022,sugar,KG,62
18-05-2022,sugar,KG,84
19-05-2022,sugar,KG,112
19-05-2022,sugar,KG,164
19-05-2022,sugar,KG,103
19-05-2022,sugar,KG,177
19-05-2022,sugar,KG,174
19-05-2022,sugar,KG,191
19-05-2022,sugar,KG,175
19-05-2022,sugar,KG,87
19-05-2022,sugar,KG,153
19-05-2022,sugar,KG,56
20-05-2022,sugar,KG,118
20-05-2022,sugar,KG,102
20-05-2022,sugar,KG,149
20-05-2022,sugar,KG,127
20-05-2022,sugar,KG,178
20-05-2022,sugar,KG,150
20-05-2022,sugar,KG,113
20-05-2022,sugar,KG,86
20-05-2022,sugar,KG,66
21-05-2022,sugar,KG,126
21-05-2022,sugar,KG,156
21-05-2022,sugar,KG,179
21-05-2022,sugar,KG,147
21-05-2022,sugar,KG,196
21-05-2022,sugar,KG,63
21-05-2022,sugar,KG,193
21-05-2022,sugar,KG,188
21-05-2022,sugar,KG,85
22-05-2022,sugar,KG,161
22-05-2022,sugar,KG,111
22-05-2022,sugar,KG,192
22-05-2022,sugar,KG,102
22-05-2022,sugar,KG,56
22-05-2022,sugar,KG,79
22-05-2022,sugar,KG,135
22-05-2022,sugar,KG,187
22-05-2022,sugar,KG,123
22-05-2022,sugar,KG,156
22-05-2022,sugar,KG,80
22-05-2022,sugar,KG,128
22-05-2022,sugar,KG,113
23-05-2022,sugar,KG,193
23-05-2022,sugar,KG,197
23-05-2022,sugar,KG,191
23-05-2022,sugar,KG,95
23-05-2022,sugar,KG,109
23-05-2022,sugar,KG,197
23-05-2022,sugar,KG,134
23-05-2022,sugar,KG,106
23-05-2022,sugar,KG,197
23-05-2022,sugar,KG,177
23-05-2022,sugar,KG,141
24-05-2022,sugar,KG,65
24-05-2022,sugar,KG,162
24-05-2022,sugar,KG,99
24-05-2022,sugar,KG,61
24-05-2022,sugar,KG,199
24-05-2022,sugar,KG,153
24-05-2022,sugar,KG,160
24-05-2022,sugar,KG,75
25-05-2022,sugar,KG,119
25-05-2022,sugar,KG,186
25-05-2022,sugar,KG,190
25-05-2022,sugar,KG,163
25-05-2022,sugar,KG,127
25-05-2022,sugar,KG,157
26-05-2022,sugar,KG,166
26-05-2022,sugar,KG,145
26-05-2022,sugar,KG,70
26-05-2022,sugar,KG,85
26-05-2022,sugar,KG,164
26-05-2022,sugar,KG,129
26-05-2022,sugar,KG,119
26-05-2022,sugar,KG,106
26-05-2022,sugar,KG,164
26-05-2022,sugar,KG,184
26-05-2022,sugar,KG,61
27-05-2022,sugar,KG,162
27-05-2022,sugar,KG,198
27-05-2022,sugar,KG,195
27-05-2022,sugar,KG,193
27-05-2022,sugar,KG,51
27-05-2022,sugar,KG,61
28-05-2022,sugar,KG,84
28-05-2022,sugar,KG,132
28-05-2022,sugar,KG,62
28-05-2022,sugar,KG,67
28-05-2022,sugar,KG,76
28-05-2022,sugar,KG,105
28-05-2022,sugar,KG,77
28-05-2022,sugar,KG,196
28-05-2022,sugar,KG,79
28-05-2022,sugar,KG,130
28-05-2022,sugar,KG,71
28-05-2022,sugar,KG,122
29-05-2022,sugar,KG,63
29-05-2022,sugar,KG,173
29-05-2022,sugar,KG,196
29-05-2022,sugar,KG,139
29-05-2022,sugar,KG,109
29-05-2022,sugar,KG,157
29-05-2022,sugar,KG,168
30-05-2022,sugar,KG,106
30-05-2022,sugar,KG,72
30-05-2022,sugar,KG,163
30-05-2022,sugar,KG,64
30-05-2022,sugar,KG,144
30-05-2022,sugar,KG,57
30-05-2022,sugar,KG,124
30-05-2022,sugar,KG,135
30-05-2022,sugar,KG,155
31-05-2022,sugar,KG,184
31-05-2022,sugar,KG,104
31-05-2022,sugar,KG,75
31-05-2022,sugar,KG,97
31-05-2022,sugar,KG,124
31-05-2022,sugar,KG,163
31-05-2022,sugar,KG,67
31-05-2022,sugar,KG,195
31-05-2022,sugar,KG,191
31-05-2022,sugar,KG,63
31-05-2022,sugar,KG,56
31-05-2022,sugar,KG,144
31-05-2022,sugar,KG,78
01-06-2022,sugar,KG,68
01-06-2022,sugar,KG,143
01-06-2022,sugar,KG,183
01-06-2022,sugar,KG,112
01-06-2022,sugar,KG,86
01-06-2022,sugar,KG,73
01-06-2022,sugar,KG,132
01-06-2022,sugar,KG,69
01-06-2022,sugar,KG,169
01-06-2022,sugar,KG,112
02-06-2022,sugar,KG,76
02-06-2022,sugar,KG,175
02-06-2022,sugar,KG,97
02-06-2022,sugar,KG,109
02-06-2022,sugar,KG,140
02-06-2022,sugar,KG,197
02-06-2022,sugar,KG,151
02-06-2022,sugar,KG,97
02-06-2022,sugar,KG,73
02-06-2022,sugar,KG,184
02-06-2022,sugar,KG,77
02-06-2022,sugar,KG,66
02-06-2022,sugar,KG,55
02-06-2022,sugar,KG,141
02-06-2022,sugar,KG,99
02-06-2022,sugar,KG,184
02-06-2022,sugar,KG,185
02-06-2022,sugar,KG,68
03-06-2022,sugar,KG,65
03-06-2022,sugar,KG,129
03-06-2022,sugar,KG,178
03-06-2022,sugar,KG,118
03-06-2022,sugar,KG,63
04-06-2022,sugar,KG,80
04-06-2022,sugar,KG,125
04-06-2022,sugar,KG,193
05-06-2022,sugar,KG,156
05-06-2022,sugar,KG,147
05-06-2022,sugar,KG,99
05-06-2022,sugar,KG,125
05-06-2022,sugar,KG,144
05-06-2022,sugar,KG,139
05-06-2022,sugar,KG,176
05-06-2022,sugar,KG,141
05-06-2022,sugar,KG,186
05-06-2022,sugar,KG,141
05-06-2022,sugar,KG,155
06-06-2022,sugar,KG,124
06-06-2022,sugar,KG,138
06-06-2022,sugar,KG,67
06-06-2022,sugar,KG,114
06-06-2022,sugar,KG,117
06-06-2022,sugar,KG,125
06-06-2022,sugar,KG,147
06-06-2022,sugar,KG,176
06-06-2022,sugar,KG,187
06-06-2022,sugar,KG,64
06-06-2022,sugar,KG,95
06-06-2022,sugar,KG,71
06-06-2022,sugar,KG,55
06-06-2022,sugar,KG,177
06-06-2022,sugar,KG,154
06-06-2022,sugar,KG,177
06-06-2022,sugar,KG,58
07-06-2022,sugar,KG,146
07-06-2022,sugar,KG,154
07-06-2022,sugar,KG,65
07-06-2022,sugar,KG,80
07-06-2022,sugar,KG,80
07-06-2022,sugar,KG,67
07-06-2022,sugar,KG,172
08-06-2022,sugar,KG,199
08-06-2022,sugar,KG,112
08-06-2022,sugar,KG,199
08-06-2022,sugar,KG,127
08-06-2022,sugar,KG,89
08-06-2022,sugar,KG,72
08-06-2022,sugar,KG,108
08-06-2022,sugar,KG,143
08-06-2022,sugar,KG,133
08-06-2022,sugar,KG,162
08-06-2022,sugar,KG,199
09-06-2022,sugar,KG,127
09-06-2022,sugar,KG,138
09-06-2022,sugar,KG,127
09-06-2022,sugar,KG,117
09-06-2022,sugar,KG,52
09-06-2022,sugar,KG,122
09-06-2022,sugar,KG,147
09-06-2022,sugar,KG,142
09-06-2022,sugar,KG,184
10-06-2022,sugar,KG,117
10-06-2022,sugar,KG,80
10-06-2022,sugar,KG,187
10-06-2022,sugar,KG,126
10-06-2022,sugar,KG,171
10-06-2022,sugar,KG,75
10-06-2022,sugar,KG,141
10-06-2022,sugar,KG,104
