ds,cid,item,y
12-12-2022,1701,Pista,247
13-12-2022,2183,Pista,197
14-12-2022,2617,Pista,278
15-12-2022,3114,Pista,368
16-12-2022,3578,Pista,259
17-12-2022,4239,Pista,389
18-12-2022,5110,Pista,277
19-12-2022,6294,Pista,351
20-12-2022,7090,Pista,248
21-12-2022,8784,Pista,353
22-12-2022,34162,Pista,186
23-12-2022,47640,Pista,182
24-12-2022,70,Pista,269
25-12-2022,231,Pista,302
26-12-2022,356,Pista,387
27-12-2022,507,Pista,271
28-12-2022,673,Pista,241
29-12-2022,1047,Pista,335
30-12-2022,1206,Pista,183
31-12-2022,1259,Pista,209
01-01-2022,1377,Pista,215
02-01-2022,1610,Pista,324
03-01-2022,1732,Pista,339
04-01-2022,2001,Pista,217
05-01-2022,2231,Pista,289
06-01-2022,2424,Pista,288
07-01-2022,2702,Pista,256
08-01-2022,2908,Pista,225
09-01-2022,3148,Pista,281
10-01-2022,3363,Pista,227
11-01-2022,3698,Pista,197
12-01-2022,3949,Pista,225
13-01-2022,4148,Pista,326
14-01-2022,4643,Pista,319
15-01-2022,4995,Pista,219
16-01-2022,5400,Pista,315
17-01-2022,5945,Pista,180
18-01-2022,6378,Pista,264
19-01-2022,6874,Pista,329
20-01-2022,7438,Pista,282
21-01-2022,8644,Pista,190
22-01-2022,26007,Pista,201
23-01-2022,33004,Pista,184
24-01-2022,39183,Pista,226
25-01-2022,44665,Pista,234
26-01-2022,47629,Pista,345
27-01-2022,50064,Pista,197
28-01-2022,52375,Pista,375
29-01-2022,53956,Pista,248
30-01-2022,54999,Pista,365
31-01-2022,56145,Pista,213
01-02-2022,57640,Pista,397
02-02-2022,59315,Pista,230
03-02-2022,60647,Pista,270
04-02-2022,61986,Pista,204
05-02-2022,64197,Pista,324
06-02-2022,65685,Pista,347
07-02-2022,68159,Pista,281
08-02-2022,69604,Pista,297
09-02-2022,71535,Pista,351
10-02-2022,72919,Pista,195
11-02-2022,74789,Pista,181
12-02-2022,78316,Pista,317
13-02-2022,79897,Pista,249
14-02-2022,81591,Pista,338
15-02-2022,83374,Pista,292
16-02-2022,85397,Pista,335
17-02-2022,87520,Pista,240
18-02-2022,89492,Pista,391
19-02-2022,91077,Pista,279
20-02-2022,92507,Pista,334
21-02-2022,94471,Pista,384
22-02-2022,95873,Pista,370
23-02-2022,96964,Pista,293
24-02-2022,99117,Pista,229
25-02-2022,101864,Pista,333
26-02-2022,527,Pista,395
27-02-2022,2134,Pista,368
28-02-2022,1029,Pista,385
01-03-2022,64034,Pista,310
02-03-2022,919,Pista,330
03-03-2022,2366,Pista,288
04-03-2022,4389,Pista,193
05-03-2022,6503,Pista,377
06-03-2022,8961,Pista,383
07-03-2022,49272,Pista,248
08-03-2022,69481,Pista,190
09-03-2022,88163,Pista,301
10-03-2022,106916,Pista,275
11-03-2022,344,Pista,314
12-03-2022,903,Pista,266
13-03-2022,1210,Pista,185
14-03-2022,1454,Pista,189
15-03-2022,2003,Pista,230
16-03-2022,2640,Pista,359
17-03-2022,3262,Pista,264
18-03-2022,4027,Pista,386
19-03-2022,5530,Pista,194
20-03-2022,6807,Pista,379
21-03-2022,33493,Pista,372
22-03-2022,356,Pista,210
23-03-2022,1036,Pista,389
24-03-2022,1258,Pista,306
25-03-2022,1653,Pista,303
26-03-2022,2130,Pista,251
27-03-2022,2918,Pista,362
28-03-2022,3608,Pista,285
29-03-2022,4034,Pista,314
30-03-2022,5010,Pista,251
31-03-2022,432,Pista,269
01-04-2022,1371,Pista,314
02-04-2022,5952,Pista,237
03-04-2022,73321,Pista,252
04-04-2022,91529,Pista,221
05-04-2022,95543,Pista,346
06-04-2022,102903,Pista,243
07-04-2022,106330,Pista,356
08-04-2022,111659,Pista,309
09-04-2022,1029,Pista,190
10-04-2022,912,Pista,293
11-04-2022,5349,Pista,361
12-04-2022,88125,Pista,335
13-04-2022,1265,Pista,196
14-04-2022,3175,Pista,271
15-04-2022,586,Pista,240
16-04-2022,5378,Pista,193
17-04-2022,68554,Pista,184
18-04-2022,168366,Pista,274
19-04-2022,852,Pista,366
20-04-2022,3146,Pista,196
21-04-2022,55768,Pista,336
22-04-2022,1,Pista,373
23-04-2022,437,Pista,362
24-04-2022,953,Pista,388
25-04-2022,1292,Pista,314
26-04-2022,2054,Pista,225
27-04-2022,2683,Pista,249
28-04-2022,3248,Pista,222
29-04-2022,4121,Pista,344
30-04-2022,25,Pista,344
01-05-2022,260,Pista,247
02-05-2022,457,Pista,195
03-05-2022,597,Pista,351
04-05-2022,924,Pista,207
05-05-2022,1201,Pista,353
06-05-2022,1321,Pista,227
07-05-2022,1485,Pista,400
08-05-2022,1617,Pista,282
09-05-2022,1748,Pista,393
10-05-2022,1961,Pista,323
11-05-2022,2105,Pista,241
12-05-2022,2311,Pista,254
13-05-2022,2455,Pista,241
14-05-2022,2640,Pista,366
15-05-2022,2765,Pista,322
16-05-2022,3034,Pista,390
17-05-2022,3275,Pista,278
18-05-2022,3527,Pista,228
19-05-2022,3753,Pista,212
20-05-2022,3994,Pista,294
21-05-2022,4262,Pista,218
22-05-2022,4553,Pista,262
23-05-2022,4874,Pista,368
24-05-2022,5055,Pista,312
25-05-2022,5459,Pista,212
26-05-2022,5902,Pista,283
27-05-2022,6708,Pista,211
28-05-2022,3623,Pista,279
29-05-2022,8961,Pista,304
30-05-2022,1270,Pista,386
31-05-2022,2311,Pista,244
01-06-2022,2769,Pista,354
02-06-2022,3409,Pista,279
03-06-2022,3897,Pista,345
04-06-2022,4034,Pista,332
05-06-2022,4344,Pista,364
06-06-2022,5060,Pista,233
07-06-2022,539,Pista,331
08-06-2022,1213,Pista,341
09-06-2022,2353,Pista,324
10-06-2022,4011,Pista,324
11-06-2022,6333,Pista,278
12-06-2022,33004,Pista,399
13-06-2022,46970,Pista,237
14-06-2022,1258,Pista,399
15-06-2022,2797,Pista,243
16-06-2022,2023,Pista,279
17-06-2022,260,Pista,310
18-06-2022,7,Pista,286
19-06-2022,232,Pista,201
20-06-2022,368,Pista,268
21-06-2022,588,Pista,180
22-06-2022,852,Pista,318
23-06-2022,260,Pista,368
24-06-2022,2431,Pista,325
25-06-2022,356,Pista,327
26-06-2022,2359,Pista,194
27-06-2022,555,Pista,209
28-06-2022,293,Pista,264
29-06-2022,1089,Pista,243
30-06-2022,1291,Pista,303
01-07-2022,2959,Pista,198
02-07-2022,5952,Pista,377
03-07-2022,36529,Pista,358
04-07-2022,64957,Pista,377
05-07-2022,97938,Pista,207
06-07-2022,150,Pista,391
07-07-2022,1196,Pista,364
08-07-2022,1653,Pista,269
09-07-2022,4874,Pista,321
10-07-2022,1,Pista,253
11-07-2022,257,Pista,292
12-07-2022,457,Pista,295
13-07-2022,778,Pista,244
14-07-2022,1079,Pista,230
15-07-2022,1209,Pista,276
16-07-2022,1259,Pista,187
17-07-2022,1375,Pista,376
18-07-2022,1610,Pista,393
19-07-2022,1909,Pista,201
20-07-2022,2186,Pista,312
21-07-2022,2396,Pista,364
22-07-2022,2628,Pista,387
23-07-2022,2902,Pista,323
24-07-2022,3108,Pista,327
25-07-2022,3418,Pista,361
26-07-2022,3752,Pista,191
27-07-2022,4128,Pista,234
28-07-2022,4865,Pista,215
29-07-2022,6104,Pista,196
30-07-2022,260,Pista,295
31-07-2022,3114,Pista,202
01-08-2022,40629,Pista,197
02-08-2022,73017,Pista,352
03-08-2022,91542,Pista,254
04-08-2022,111781,Pista,281
05-08-2022,152063,Pista,302
06-08-2022,1246,Pista,356
07-08-2022,2890,Pista,282
08-08-2022,70,Pista,289
09-08-2022,1241,Pista,384
10-08-2022,1978,Pista,298
11-08-2022,2706,Pista,282
12-08-2022,50,Pista,388
13-08-2022,593,Pista,374
14-08-2022,1276,Pista,219
15-08-2022,2081,Pista,213
16-08-2022,2716,Pista,345
17-08-2022,1197,Pista,185
18-08-2022,2883,Pista,291
19-08-2022,1129,Pista,276
20-08-2022,2431,Pista,241
21-08-2022,780,Pista,369
22-08-2022,2329,Pista,275
23-08-2022,25835,Pista,269
24-08-2022,2959,Pista,182
25-08-2022,1085,Pista,332
26-08-2022,3450,Pista,370
27-08-2022,2616,Pista,370
28-08-2022,4902,Pista,278
29-08-2022,59315,Pista,335
30-08-2022,1282,Pista,342
31-08-2022,3686,Pista,400
01-09-2022,122882,Pista,192
02-09-2022,41,Pista,394
03-09-2022,541,Pista,236
04-09-2022,1136,Pista,235
05-09-2022,1272,Pista,357
06-09-2022,1923,Pista,329
07-09-2022,2427,Pista,314
08-09-2022,3033,Pista,338
09-09-2022,3917,Pista,324
10-09-2022,4855,Pista,291
11-09-2022,6502,Pista,298
12-09-2022,8874,Pista,381
13-09-2022,48385,Pista,276
14-09-2022,2335,Pista,180
15-09-2022,260,Pista,290
16-09-2022,802,Pista,219
17-09-2022,1271,Pista,333
18-09-2022,2067,Pista,307
19-09-2022,3552,Pista,257
20-09-2022,5693,Pista,312
21-09-2022,4361,Pista,240
22-09-2022,253,Pista,277
23-09-2022,434,Pista,227
24-09-2022,111362,Pista,318
25-09-2022,2028,Pista,224
26-09-2022,665,Pista,338
27-09-2022,2054,Pista,336
28-09-2022,4973,Pista,379
29-09-2022,46578,Pista,328
30-09-2022,3827,Pista,288
01-10-2022,79,Pista,386
02-10-2022,204,Pista,220
03-10-2022,277,Pista,358
04-10-2022,367,Pista,262
05-10-2022,551,Pista,274
06-10-2022,2641,Pista,308
07-10-2022,171,Pista,357
08-10-2022,357,Pista,253
09-10-2022,608,Pista,288
10-10-2022,1097,Pista,327
11-10-2022,1242,Pista,279
12-10-2022,1354,Pista,210
13-10-2022,1645,Pista,362
14-10-2022,2012,Pista,351
15-10-2022,2285,Pista,268
16-10-2022,2571,Pista,395
17-10-2022,2787,Pista,386
18-10-2022,3018,Pista,193
19-10-2022,3398,Pista,358
20-10-2022,3688,Pista,328
21-10-2022,4128,Pista,360
22-10-2022,383,Pista,335
23-10-2022,1035,Pista,300
24-10-2022,231,Pista,192
25-10-2022,608,Pista,389
26-10-2022,1196,Pista,181
27-10-2022,1387,Pista,379
28-10-2022,2329,Pista,317
29-10-2022,2951,Pista,382
30-10-2022,3949,Pista,281
31-10-2022,4975,Pista,240
01-11-2022,6934,Pista,273
02-11-2022,34271,Pista,301
03-11-2022,858,Pista,338
04-11-2022,2795,Pista,273
05-11-2022,5669,Pista,384
06-11-2022,44555,Pista,377
07-11-2022,68954,Pista,335
08-11-2022,86504,Pista,205
09-11-2022,107978,Pista,389
10-11-2022,97,Pista,287
11-11-2022,1206,Pista,301
12-11-2022,2020,Pista,356
13-11-2022,3424,Pista,210
14-11-2022,5291,Pista,229
15-11-2022,7022,Pista,345
16-11-2022,25771,Pista,215
17-11-2022,32892,Pista,268
18-11-2022,64839,Pista,199
19-11-2022,165,Pista,290
20-11-2022,1247,Pista,396
21-11-2022,2088,Pista,301
22-11-2022,4086,Pista,359
23-11-2022,112,Pista,312
24-11-2022,805,Pista,296
25-11-2022,500,Pista,199
26-11-2022,260,Pista,295
27-11-2022,780,Pista,384
28-11-2022,1183,Pista,241
29-11-2022,1265,Pista,300
30-11-2022,1527,Pista,277
01-12-2022,2013,Pista,197
02-12-2022,2529,Pista,297
03-12-2022,2916,Pista,195
04-12-2022,39,Pista,306
05-12-2022,442,Pista,290
06-12-2022,1103,Pista,213
07-12-2022,236,Pista,289
08-12-2022,500,Pista,286
09-12-2022,745,Pista,375
10-12-2022,1035,Pista,266
11-12-2022,1223,Pista,230
12-12-2022,1552,Pista,350
13-12-2022,1960,Pista,374
14-12-2022,2096,Pista,344
15-12-2022,2640,Pista,376
16-12-2022,3052,Pista,284
17-12-2022,3964,Pista,286
18-12-2022,4995,Pista,279
19-12-2022,5991,Pista,272
20-12-2022,6947,Pista,207
21-12-2022,8970,Pista,242
22-12-2022,39183,Pista,312
23-12-2022,34,Pista,359
24-12-2022,377,Pista,290
25-12-2022,1023,Pista,212
26-12-2022,605,Pista,310
27-12-2022,2671,Pista,231
28-12-2022,68954,Pista,337
29-12-2022,307,Pista,258
30-12-2022,1306,Pista,303
31-12-2022,2324,Pista,282
01-01-2020,5388,Pista,288
02-01-2020,345,Pista,233
03-01-2020,778,Pista,390
04-01-2020,1625,Pista,244
05-01-2020,2952,Pista,355
06-01-2020,223,Pista,393
07-01-2020,260,Pista,251
08-01-2020,109487,Pista,390
09-01-2020,344,Pista,264
10-01-2020,858,Pista,381
11-01-2020,1214,Pista,269
12-01-2020,1732,Pista,331
13-01-2020,2378,Pista,260
14-01-2020,2987,Pista,218
15-01-2020,3949,Pista,371
16-01-2020,4995,Pista,184
17-01-2020,5989,Pista,296
18-01-2020,7153,Pista,330
19-01-2020,8784,Pista,284
20-01-2020,34072,Pista,291
21-01-2020,46530,Pista,315
22-01-2020,53996,Pista,358
23-01-2020,59615,Pista,304
24-01-2020,72998,Pista,203
25-01-2020,592,Pista,315
26-01-2020,1258,Pista,398
27-01-2020,2160,Pista,215
28-01-2020,3476,Pista,390
29-01-2020,5989,Pista,363
30-01-2020,30812,Pista,308
31-01-2020,55360,Pista,343
01-02-2020,89900,Pista,290
02-02-2020,143385,Pista,236
03-02-2020,225,Pista,289
04-02-2020,480,Pista,228
05-02-2020,745,Pista,192
06-02-2020,1036,Pista,242
07-02-2020,1213,Pista,392
08-02-2020,1347,Pista,292
09-02-2020,1682,Pista,285
10-02-2020,1994,Pista,328
11-02-2020,2138,Pista,342
12-02-2020,2421,Pista,185
13-02-2020,2717,Pista,390
14-02-2020,3039,Pista,395
15-02-2020,3409,Pista,181
16-02-2020,3948,Pista,295
17-02-2020,4306,Pista,302
18-02-2020,5254,Pista,351
19-02-2020,5989,Pista,222
20-02-2020,6870,Pista,232
21-02-2020,7361,Pista,378
22-02-2020,8798,Pista,269
23-02-2020,33493,Pista,302
24-02-2020,44022,Pista,314
25-02-2020,49286,Pista,287
26-02-2020,55820,Pista,250
27-02-2020,61323,Pista,387
28-02-2020,68954,Pista,232
01-03-2020,78637,Pista,217
02-03-2020,84944,Pista,220
03-03-2020,89774,Pista,343
04-03-2020,95105,Pista,360
05-03-2020,99117,Pista,397
06-03-2020,106100,Pista,277
07-03-2020,1193,Pista,293
08-03-2020,3994,Pista,216
09-03-2020,6377,Pista,372
10-03-2020,49272,Pista,400
11-03-2020,356,Pista,253
12-03-2020,2572,Pista,194
13-03-2020,4718,Pista,271
14-03-2020,148,Pista,389
15-03-2020,920,Pista,387
16-03-2020,1267,Pista,369
17-03-2020,2628,Pista,308
18-03-2020,141,Pista,335
19-03-2020,1544,Pista,388
20-03-2020,47,Pista,237
21-03-2020,296,Pista,269
22-03-2020,541,Pista,340
23-03-2020,905,Pista,243
24-03-2020,950,Pista,298
25-03-2020,1203,Pista,346
26-03-2020,1296,Pista,259
27-03-2020,1777,Pista,199
28-03-2020,2396,Pista,202
29-03-2020,3079,Pista,277
30-03-2020,3793,Pista,217
31-03-2020,4027,Pista,368
01-04-2020,4734,Pista,242
02-04-2020,5266,Pista,366
03-04-2020,5903,Pista,366
04-04-2020,6708,Pista,193
05-04-2020,7162,Pista,234
06-04-2020,8533,Pista,269
07-04-2020,26025,Pista,338
08-04-2020,35836,Pista,185
09-04-2020,48516,Pista,284
10-04-2020,55820,Pista,309
11-04-2020,63876,Pista,217
12-04-2020,71899,Pista,219
13-04-2020,82459,Pista,387
14-04-2020,98154,Pista,373
15-04-2020,116797,Pista,278
16-04-2020,368,Pista,360
17-04-2020,1370,Pista,380
18-04-2020,647,Pista,181
19-04-2020,2762,Pista,383
20-04-2020,32587,Pista,252
21-04-2020,288,Pista,340
22-04-2020,595,Pista,200
23-04-2020,5313,Pista,205
24-04-2020,60069,Pista,317
25-04-2020,91529,Pista,211
26-04-2020,1193,Pista,384
27-04-2020,31,Pista,268
28-04-2020,147,Pista,336
29-04-2020,281,Pista,216
30-04-2020,383,Pista,188
01-05-2020,527,Pista,246
02-05-2020,731,Pista,400
03-05-2020,920,Pista,247
04-05-2020,1036,Pista,220
05-05-2020,1096,Pista,239
06-05-2020,1193,Pista,281
07-05-2020,1227,Pista,196
08-05-2020,1256,Pista,232
09-05-2020,1295,Pista,215
10-05-2020,1408,Pista,327
11-05-2020,1624,Pista,215
12-05-2020,1784,Pista,193
13-05-2020,1957,Pista,206
14-05-2020,1994,Pista,291
15-05-2020,2081,Pista,213
16-05-2020,2160,Pista,213
17-05-2020,2289,Pista,351
18-05-2020,2369,Pista,221
19-05-2020,2478,Pista,383
20-05-2020,2599,Pista,250
21-05-2020,2729,Pista,215
22-05-2020,2829,Pista,199
23-05-2020,2918,Pista,188
24-05-2020,2996,Pista,346
25-05-2020,3087,Pista,243
26-05-2020,3148,Pista,328
27-05-2020,3260,Pista,278
28-05-2020,3422,Pista,370
29-05-2020,3547,Pista,241
30-05-2020,3735,Pista,308
31-05-2020,3911,Pista,319
01-06-2020,4113,Pista,313
02-06-2020,4361,Pista,273
03-06-2020,4889,Pista,306
04-06-2020,5199,Pista,202
05-06-2020,5577,Pista,287
06-06-2020,5846,Pista,375
07-06-2020,6157,Pista,270
08-06-2020,6377,Pista,257
09-06-2020,6617,Pista,256
10-06-2020,6932,Pista,250
11-06-2020,174,Pista,390
12-06-2020,593,Pista,334
13-06-2020,920,Pista,197
14-06-2020,1104,Pista,368
15-06-2020,1240,Pista,287
16-06-2020,1307,Pista,243
17-06-2020,1957,Pista,182
18-06-2020,2412,Pista,214
19-06-2020,2859,Pista,365
20-06-2020,3252,Pista,386
21-06-2020,3996,Pista,229
22-06-2020,4727,Pista,274
23-06-2020,5791,Pista,218
24-06-2020,7132,Pista,281
25-06-2020,26111,Pista,336
26-06-2020,55820,Pista,272
27-06-2020,4993,Pista,362
28-06-2020,185,Pista,214
29-06-2020,318,Pista,246
30-06-2020,1580,Pista,364
01-07-2020,4014,Pista,205
02-07-2020,7153,Pista,260
03-07-2020,31685,Pista,213
04-07-2020,60069,Pista,226
05-07-2020,86833,Pista,281
06-07-2020,102125,Pista,360
07-07-2020,134853,Pista,307
08-07-2020,296,Pista,393
09-07-2020,551,Pista,302
10-07-2020,920,Pista,346
11-07-2020,1171,Pista,334
12-07-2020,1243,Pista,292
13-07-2020,1307,Pista,204
14-07-2020,1680,Pista,198
15-07-2020,2088,Pista,263
16-07-2020,2580,Pista,295
17-07-2020,2949,Pista,185
18-07-2020,3210,Pista,374
19-07-2020,3653,Pista,223
20-07-2020,4095,Pista,355
21-07-2020,4571,Pista,221
22-07-2020,5507,Pista,362
23-07-2020,6537,Pista,192
24-07-2020,589,Pista,253
25-07-2020,1136,Pista,384
26-07-2020,1405,Pista,185
27-07-2020,2081,Pista,365
28-07-2020,2617,Pista,198
29-07-2020,3996,Pista,321
30-07-2020,307,Pista,213
31-07-2020,1485,Pista,296
01-08-2020,50,Pista,241
02-08-2020,10,Pista,305
03-08-2020,164,Pista,226
04-08-2020,357,Pista,358
05-08-2020,551,Pista,236
06-08-2020,849,Pista,184
07-08-2020,1196,Pista,236
08-08-2020,1270,Pista,254
09-08-2020,1381,Pista,226
10-08-2020,1573,Pista,291
11-08-2020,1754,Pista,397
12-08-2020,2005,Pista,354
13-08-2020,2111,Pista,260
14-08-2020,2240,Pista,259
15-08-2020,2379,Pista,192
16-08-2020,2450,Pista,348
17-08-2020,2642,Pista,398
18-08-2020,2804,Pista,327
19-08-2020,3020,Pista,343
20-08-2020,3256,Pista,335
21-08-2020,3444,Pista,382
22-08-2020,3701,Pista,375
23-08-2020,364,Pista,202
24-08-2020,99114,Pista,373
25-08-2020,5418,Pista,199
26-08-2020,17,Pista,372
27-08-2020,180,Pista,191
28-08-2020,327,Pista,346
29-08-2020,488,Pista,373
30-08-2020,590,Pista,268
31-08-2020,849,Pista,270
01-09-2020,926,Pista,235
02-09-2020,1041,Pista,252
03-09-2020,1137,Pista,247
04-09-2020,1220,Pista,329
05-09-2020,1270,Pista,240
06-09-2020,1340,Pista,310
07-09-2020,1396,Pista,297
08-09-2020,1635,Pista,369
09-09-2020,1779,Pista,322
10-09-2020,1961,Pista,262
11-09-2020,2094,Pista,184
12-09-2020,2160,Pista,361
13-09-2020,2313,Pista,348
14-09-2020,2437,Pista,395
15-09-2020,2572,Pista,334
16-09-2020,2683,Pista,198
17-09-2020,2791,Pista,235
18-09-2020,2965,Pista,290
19-09-2020,3135,Pista,226
20-09-2020,3471,Pista,299
21-09-2020,3847,Pista,282
22-09-2020,7153,Pista,257
23-09-2020,66097,Pista,200
24-09-2020,80549,Pista,266
25-09-2020,110102,Pista,292
26-09-2020,138036,Pista,395
27-09-2020,162350,Pista,211
28-09-2020,316,Pista,334
29-09-2020,1552,Pista,263
30-09-2020,2555,Pista,218
01-10-2020,2881,Pista,239
02-10-2020,3996,Pista,352
03-10-2020,79,Pista,296
04-10-2020,765,Pista,327
05-10-2020,1586,Pista,207
06-10-2020,21,Pista,241
07-10-2020,180,Pista,193
08-10-2020,317,Pista,376
09-10-2020,440,Pista,283
10-10-2020,589,Pista,358
11-10-2020,780,Pista,279
12-10-2020,1029,Pista,330
13-10-2020,1206,Pista,202
14-10-2020,1387,Pista,337
15-10-2020,1584,Pista,212
16-10-2020,1873,Pista,243
17-10-2020,2067,Pista,221
18-10-2020,2325,Pista,304
19-10-2020,2580,Pista,282
20-10-2020,2841,Pista,203
21-10-2020,3155,Pista,400
22-10-2020,3489,Pista,227
23-10-2020,3948,Pista,182
24-10-2020,4067,Pista,376
25-10-2020,4639,Pista,225
26-10-2020,4975,Pista,251
27-10-2020,5324,Pista,270
28-10-2020,5630,Pista,283
29-10-2020,6016,Pista,388
30-10-2020,6564,Pista,211
31-10-2020,6944,Pista,283
01-11-2020,7366,Pista,277
02-11-2020,8641,Pista,181
03-11-2020,30749,Pista,389
04-11-2020,35957,Pista,215
05-11-2020,45447,Pista,368
06-11-2020,25,Pista,362
07-11-2020,800,Pista,307
08-11-2020,3578,Pista,245
09-11-2020,93840,Pista,257
10-11-2020,454,Pista,297
11-11-2020,2915,Pista,278
12-11-2020,32,Pista,234
13-11-2020,1221,Pista,233
14-11-2020,3535,Pista,209
15-11-2020,5995,Pista,237
16-11-2020,30749,Pista,181
17-11-2020,48774,Pista,233
18-11-2020,55765,Pista,192
19-11-2020,61236,Pista,321
20-11-2020,67847,Pista,358
21-11-2020,292,Pista,349
22-11-2020,527,Pista,399
23-11-2020,1358,Pista,375
24-11-2020,2692,Pista,201
25-11-2020,8961,Pista,323
26-11-2020,86190,Pista,331
27-11-2020,34,Pista,346
28-11-2020,858,Pista,255
29-11-2020,1175,Pista,328
30-11-2020,1256,Pista,325
01-12-2020,1395,Pista,194
02-12-2020,2248,Pista,250
03-12-2020,2937,Pista,256
04-12-2020,3552,Pista,274
05-12-2020,4280,Pista,212
06-12-2020,73,Pista,371
07-12-2020,373,Pista,319
08-12-2020,904,Pista,249
09-12-2020,1086,Pista,312
10-12-2020,1217,Pista,180
11-12-2020,1293,Pista,306
12-12-2020,1678,Pista,346
13-12-2020,1946,Pista,353
14-12-2020,2184,Pista,184
15-12-2020,2612,Pista,246
16-12-2020,3044,Pista,399
17-12-2020,3334,Pista,365
18-12-2020,3543,Pista,345
19-12-2020,3753,Pista,328
20-12-2020,2428,Pista,309
21-12-2020,3300,Pista,263
22-12-2020,4638,Pista,212
23-12-2020,318,Pista,386
24-12-2020,2174,Pista,191
25-12-2020,302,Pista,316
26-12-2020,1270,Pista,309
27-12-2020,3176,Pista,277
28-12-2020,5991,Pista,303
29-12-2020,33794,Pista,255
30-12-2020,52458,Pista,368
31-12-2020,69481,Pista,393
01-01-2020,82461,Pista,243
02-01-2020,96911,Pista,239
03-01-2020,110102,Pista,188
04-01-2020,122920,Pista,214
05-01-2020,736,Pista,307
06-01-2020,1917,Pista,347
07-01-2020,2707,Pista,343
08-01-2020,3357,Pista,358
09-01-2020,4034,Pista,295
10-01-2020,5400,Pista,280
11-01-2020,126,Pista,235
12-01-2020,253,Pista,332
13-01-2020,356,Pista,351
14-01-2020,451,Pista,263
15-01-2020,546,Pista,204
16-01-2020,673,Pista,247
17-01-2020,1023,Pista,228
18-01-2020,1099,Pista,307
19-01-2020,1220,Pista,386
20-01-2020,1339,Pista,325
21-01-2020,1396,Pista,182
22-01-2020,1678,Pista,385
23-01-2020,1991,Pista,321
24-01-2020,2033,Pista,184
25-01-2020,2093,Pista,217
26-01-2020,2141,Pista,298
27-01-2020,2325,Pista,276
28-01-2020,2451,Pista,347
29-01-2020,2681,Pista,200
30-01-2020,2857,Pista,311
31-01-2020,3063,Pista,339
10-12-2022,3253,Pista,396
18-11-2022,3399,Pista,243
09-02-2022,3548,Pista,208
18-06-2022,3725,Pista,370
09-11-2022,3961,Pista,301
09-02-2022,4086,Pista,322
25-07-2022,4344,Pista,243
12-12-2022,4613,Pista,360
22-01-2022,4846,Pista,346
21-09-2022,5265,Pista,381
24-12-2022,5538,Pista,336
27-02-2022,5956,Pista,385
21-06-2022,6424,Pista,340
02-09-2022,6874,Pista,250
05-07-2022,7143,Pista,291
26-09-2022,8360,Pista,372
31-07-2022,26403,Pista,268
16-06-2022,34319,Pista,247
23-11-2022,51520,Pista,383
20-03-2022,71057,Pista,375
17-08-2022,344,Pista,215
26-09-2022,1073,Pista,299
28-03-2022,1476,Pista,313
28-09-2022,2054,Pista,287
22-06-2022,2433,Pista,224
14-02-2022,2716,Pista,262
11-07-2022,2961,Pista,230
28-07-2022,3263,Pista,191
02-11-2022,3793,Pista,207
29-03-2022,4018,Pista,364
15-04-2022,6,Pista,275
06-01-2022,158,Pista,314
25-09-2022,318,Pista,296
10-06-2022,457,Pista,355
09-05-2022,593,Pista,332
13-08-2022,953,Pista,365
30-04-2022,1215,Pista,375
09-01-2022,1370,Pista,397
21-03-2022,1653,Pista,339
05-01-2022,2011,Pista,231
07-08-2022,2470,Pista,357
06-12-2022,2804,Pista,359
06-01-2022,3210,Pista,269
12-02-2022,3793,Pista,319
08-04-2022,4643,Pista,234
04-11-2022,5377,Pista,317
08-08-2022,5989,Pista,388
14-02-2022,6986,Pista,339
12-02-2022,8798,Pista,384
22-10-2022,33794,Pista,207
05-06-2022,51662,Pista,246
05-05-2022,61240,Pista,180
01-11-2022,76093,Pista,345
02-09-2022,106100,Pista,308
18-12-2022,79,Pista,188
14-06-2022,364,Pista,377
12-06-2022,104,Pista,286
21-01-2022,292,Pista,373
06-10-2022,442,Pista,308
03-12-2022,611,Pista,338
15-02-2022,1047,Pista,196
27-10-2022,1193,Pista,251
26-10-2022,1241,Pista,232
09-11-2022,1327,Pista,375
10-08-2022,1407,Pista,315
28-02-2022,1608,Pista,209
20-09-2022,1917,Pista,298
08-01-2022,2013,Pista,231
16-02-2022,2279,Pista,264
28-04-2022,2411,Pista,361
31-05-2022,2539,Pista,279
10-01-2022,2717,Pista,258
28-04-2022,2949,Pista,188
24-11-2022,3119,Pista,347
03-04-2022,3418,Pista,187
22-01-2022,3676,Pista,268
25-03-2022,3767,Pista,206
23-12-2022,3949,Pista,181
14-10-2022,4146,Pista,364
15-01-2022,4531,Pista,294
16-05-2022,4776,Pista,322
22-07-2022,5210,Pista,276
17-07-2022,5587,Pista,320
27-07-2022,6263,Pista,224
04-05-2022,6652,Pista,276
15-06-2022,6953,Pista,236
12-10-2022,7307,Pista,301
21-12-2022,8035,Pista,219
26-12-2022,6,Pista,370
20-04-2022,100,Pista,242
25-05-2022,252,Pista,298
01-02-2022,339,Pista,323
21-01-2022,457,Pista,248
05-01-2022,552,Pista,318
13-01-2022,708,Pista,288
10-04-2022,1073,Pista,275
23-04-2022,858,Pista,350
13-06-2022,480,Pista,227
04-08-2022,233,Pista,245
20-01-2022,924,Pista,339
23-04-2022,1305,Pista,390
12-08-2022,2285,Pista,239
11-04-2022,2997,Pista,390
21-09-2022,3788,Pista,343
