ds,CId,Item,Quantity,y
07-04-2014 00:00,1206,Rice,KG,154
08-04-2014 00:00,1722,Rice,KG,157
09-04-2014 00:00,2617,Rice,KG,155
13-05-2014 00:00,4993,Rice,KG,112
03-06-2014 00:00,2628,Rice,KG,83
07-06-2014 00:00,586,Rice,KG,74
07-06-2014 00:00,1233,Rice,KG,145
14-06-2014 00:00,4308,Rice,KG,110
16-06-2014 00:00,4963,Rice,KG,80
18-06-2014 00:00,2924,Rice,KG,113
22-06-2014 00:00,750,Rice,KG,129
23-06-2014 00:00,1580,Rice,KG,170
26-06-2014 00:00,380,Rice,KG,158
26-06-2014 00:00,34048,Rice,KG,142
06-07-2014 00:00,1220,Rice,KG,158
11-07-2014 00:00,30793,Rice,KG,102
18-07-2014 00:00,3623,Rice,KG,87
31-07-2014 00:00,2174,Rice,KG,129
01-08-2014 00:00,367,Rice,KG,116
02-08-2014 00:00,6807,Rice,KG,118
07-08-2014 00:00,1431,Rice,KG,137
11-08-2014 00:00,27772,Rice,KG,119
30-08-2014 00:00,2716,Rice,KG,131
02-09-2014 00:00,1073,Rice,KG,110
02-09-2014 00:00,208,Rice,KG,165
08-09-2014 00:00,539,Rice,KG,171
20-09-2014 00:00,6874,Rice,KG,76
10-11-2014 00:00,1027,Rice,KG,135
23-11-2014 00:00,6502,Rice,KG,135
30-11-2014 00:00,1610,Rice,KG,180
30-11-2014 00:00,5218,Rice,KG,83
19-12-2014 00:00,480,Rice,KG,142
24-12-2014 00:00,6377,Rice,KG,122
26-12-2014 00:00,296,Rice,KG,108
15-02-2014 00:00,3717,Rice,KG,140
29-03-2014 00:00,74789,Rice,KG,89
13-08-2014 00:00,3146,Rice,KG,107
24-08-2014 00:00,2161,Rice,KG,79
24-08-2014 00:00,2278,Rice,KG,154
13-11-2014 00:00,5171,Rice,KG,71
09-01-2014 00:00,543,Rice,KG,157
16-01-2014 00:00,280,Rice,KG,161
22-02-2014 00:00,296,Rice,KG,145
23-02-2014 00:00,32,Rice,KG,145
24-02-2014 00:00,159,Rice,KG,136
03-03-2014 00:00,357,Rice,KG,95
11-03-2014 00:00,185,Rice,KG,70
13-03-2014 00:00,157,Rice,KG,126
16-03-2014 00:00,21,Rice,KG,138
22-03-2014 00:00,161,Rice,KG,140
25-03-2014 00:00,593,Rice,KG,88
30-03-2014 00:00,542,Rice,KG,156
14-04-2014 00:00,592,Rice,KG,87
15-05-2014 00:00,231,Rice,KG,127
27-05-2014 00:00,454,Rice,KG,107
27-05-2014 00:00,198,Rice,KG,105
30-05-2014 00:00,468,Rice,KG,113
31-05-2014 00:00,16,Rice,KG,114
03-06-2014 00:00,223,Rice,KG,161
06-06-2014 00:00,93,Rice,KG,133
19-07-2014 00:00,165,Rice,KG,73
27-07-2014 00:00,466,Rice,KG,177
28-07-2014 00:00,353,Rice,KG,153
12-08-2014 00:00,95,Rice,KG,94
13-08-2014 00:00,457,Rice,KG,75
31-08-2014 00:00,434,Rice,KG,140
04-09-2014 00:00,248,Rice,KG,154
15-09-2014 00:00,500,Rice,KG,137
26-09-2014 00:00,300,Rice,KG,151
11-10-2014 00:00,382,Rice,KG,139
19-10-2014 00:00,587,Rice,KG,136
20-10-2014 00:00,589,Rice,KG,111
02-11-2014 00:00,318,Rice,KG,115
05-11-2014 00:00,648,Rice,KG,180
17-11-2014 00:00,267,Rice,KG,78
02-12-2014 00:00,480,Rice,KG,136
23-12-2014 00:00,204,Rice,KG,123
28-12-2014 00:00,317,Rice,KG,162
29-12-2014 00:00,329,Rice,KG,93
14-02-2014 00:00,2294,Rice,KG,100
01-05-2014 00:00,1399,Rice,KG,140
29-05-2014 00:00,5013,Rice,KG,149
24-07-2014 00:00,3988,Rice,KG,179
24-09-2014 00:00,59369,Rice,KG,70
11-11-2014 00:00,3274,Rice,KG,99
06-12-2014 00:00,1186,Rice,KG,108
04-01-2014 00:00,783,Rice,KG,80
05-01-2014 00:00,1032,Rice,KG,129
07-01-2014 00:00,4158,Rice,KG,82
12-01-2014 00:00,1480,Rice,KG,168
13-01-2014 00:00,3990,Rice,KG,92
13-01-2014 00:00,1591,Rice,KG,124
14-01-2014 00:00,5010,Rice,KG,123
15-01-2014 00:00,8493,Rice,KG,109
16-01-2014 00:00,5479,Rice,KG,73
20-01-2014 00:00,409,Rice,KG,91
21-01-2014 00:00,3617,Rice,KG,137
23-01-2014 00:00,1617,Rice,KG,75
27-01-2014 00:00,3114,Rice,KG,153
27-01-2014 00:00,45499,Rice,KG,113
28-01-2014 00:00,4361,Rice,KG,91
28-01-2014 00:00,1608,Rice,KG,102
30-01-2014 00:00,1073,Rice,KG,147
30-01-2014 00:00,2617,Rice,KG,158
04-02-2014 00:00,1517,Rice,KG,124
05-02-2014 00:00,2054,Rice,KG,134
05-02-2014 00:00,2549,Rice,KG,171
06-02-2014 00:00,2141,Rice,KG,90
08-02-2014 00:00,1799,Rice,KG,97
10-02-2014 00:00,4958,Rice,KG,178
19-02-2014 00:00,4448,Rice,KG,115
21-02-2014 00:00,2394,Rice,KG,154
22-02-2014 00:00,4016,Rice,KG,140
22-02-2014 00:00,3615,Rice,KG,129
26-02-2014 00:00,364,Rice,KG,167
28-02-2014 00:00,1431,Rice,KG,75
01-03-2014 00:00,3250,Rice,KG,171
01-03-2014 00:00,2723,Rice,KG,71
04-03-2014 00:00,1320,Rice,KG,98
04-03-2014 00:00,3897,Rice,KG,154
04-03-2014 00:00,4623,Rice,KG,103
07-03-2014 00:00,4874,Rice,KG,162
09-03-2014 00:00,1673,Rice,KG,81
13-03-2014 00:00,2174,Rice,KG,104
15-03-2014 00:00,1500,Rice,KG,125
17-03-2014 00:00,1213,Rice,KG,116
21-03-2014 00:00,852,Rice,KG,172
26-03-2014 00:00,2412,Rice,KG,179
26-03-2014 00:00,5540,Rice,KG,108
26-03-2014 00:00,110,Rice,KG,114
26-03-2014 00:00,45442,Rice,KG,168
26-03-2014 00:00,1562,Rice,KG,100
31-03-2014 00:00,2642,Rice,KG,117
01-04-2014 00:00,2490,Rice,KG,177
04-04-2014 00:00,1566,Rice,KG,73
04-04-2014 00:00,1438,Rice,KG,143
04-04-2014 00:00,1518,Rice,KG,160
07-04-2014 00:00,21,Rice,KG,78
08-04-2014 00:00,494,Rice,KG,135
09-04-2014 00:00,3147,Rice,KG,168
11-04-2014 00:00,3160,Rice,KG,134
12-04-2014 00:00,362,Rice,KG,98
15-04-2014 00:00,1704,Rice,KG,101
16-04-2014 00:00,1488,Rice,KG,81
22-04-2014 00:00,1030,Rice,KG,157
23-04-2014 00:00,4993,Rice,KG,70
23-04-2014 00:00,239,Rice,KG,108
23-04-2014 00:00,2700,Rice,KG,159
27-04-2014 00:00,2291,Rice,KG,83
29-04-2014 00:00,3178,Rice,KG,123
30-04-2014 00:00,5219,Rice,KG,180
03-05-2014 00:00,3148,Rice,KG,113
12-05-2014 00:00,2324,Rice,KG,103
12-05-2014 00:00,1185,Rice,KG,85
13-05-2014 00:00,1287,Rice,KG,132
13-05-2014 00:00,1225,Rice,KG,139
15-05-2014 00:00,1358,Rice,KG,170
18-05-2014 00:00,8644,Rice,KG,117
20-05-2014 00:00,1282,Rice,KG,126
20-05-2014 00:00,5349,Rice,KG,174
23-05-2014 00:00,3100,Rice,KG,138
25-05-2014 00:00,3052,Rice,KG,174
25-05-2014 00:00,547,Rice,KG,98
26-05-2014 00:00,5254,Rice,KG,73
28-05-2014 00:00,1210,Rice,KG,115
28-05-2014 00:00,1615,Rice,KG,151
28-05-2014 00:00,4154,Rice,KG,134
31-05-2014 00:00,1222,Rice,KG,179
03-06-2014 00:00,858,Rice,KG,114
15-06-2014 00:00,2808,Rice,KG,159
19-06-2014 00:00,3783,Rice,KG,176
21-06-2014 00:00,3882,Rice,KG,123
21-06-2014 00:00,6365,Rice,KG,159
24-06-2014 00:00,2167,Rice,KG,85
25-06-2014 00:00,1356,Rice,KG,138
25-06-2014 00:00,1246,Rice,KG,78
27-06-2014 00:00,32,Rice,KG,79
28-06-2014 00:00,318,Rice,KG,138
30-06-2014 00:00,3000,Rice,KG,115
30-06-2014 00:00,2693,Rice,KG,99
02-07-2014 00:00,3809,Rice,KG,96
05-07-2014 00:00,3006,Rice,KG,101
05-07-2014 00:00,4161,Rice,KG,108
05-07-2014 00:00,1616,Rice,KG,170
08-07-2014 00:00,2078,Rice,KG,99
09-07-2014 00:00,6333,Rice,KG,159
11-07-2014 00:00,4142,Rice,KG,84
12-07-2014 00:00,4014,Rice,KG,128
17-07-2014 00:00,2671,Rice,KG,132
17-07-2014 00:00,2023,Rice,KG,74
18-07-2014 00:00,1537,Rice,KG,141
19-07-2014 00:00,246,Rice,KG,129
19-07-2014 00:00,5015,Rice,KG,118
21-07-2014 00:00,1961,Rice,KG,127
23-07-2014 00:00,1479,Rice,KG,140
25-07-2014 00:00,1265,Rice,KG,90
26-07-2014 00:00,475,Rice,KG,175
26-07-2014 00:00,44,Rice,KG,131
28-07-2014 00:00,145,Rice,KG,121
29-07-2014 00:00,2142,Rice,KG,135
30-07-2014 00:00,431,Rice,KG,85
31-07-2014 00:00,33493,Rice,KG,124
31-07-2014 00:00,3879,Rice,KG,150
02-08-2014 00:00,1693,Rice,KG,127
02-08-2014 00:00,2359,Rice,KG,114
03-08-2014 00:00,7263,Rice,KG,141
06-08-2014 00:00,2567,Rice,KG,121
08-08-2014 00:00,393,Rice,KG,83
09-08-2014 00:00,4223,Rice,KG,142
11-08-2014 00:00,3483,Rice,KG,70
14-08-2014 00:00,4321,Rice,KG,138
16-08-2014 00:00,3113,Rice,KG,72
16-08-2014 00:00,36,Rice,KG,94
18-08-2014 00:00,2891,Rice,KG,152
25-08-2014 00:00,798,Rice,KG,87
27-08-2014 00:00,616,Rice,KG,176
30-08-2014 00:00,2353,Rice,KG,172
31-08-2014 00:00,5014,Rice,KG,118
01-09-2014 00:00,1544,Rice,KG,78
01-09-2014 00:00,736,Rice,KG,77
01-09-2014 00:00,2918,Rice,KG,134
01-09-2014 00:00,317,Rice,KG,82
06-09-2014 00:00,1876,Rice,KG,172
11-09-2014 00:00,5420,Rice,KG,107
12-09-2014 00:00,1049,Rice,KG,119
14-09-2014 00:00,832,Rice,KG,131
16-09-2014 00:00,1033,Rice,KG,156
17-09-2014 00:00,4326,Rice,KG,155
17-09-2014 00:00,1573,Rice,KG,159
20-09-2014 00:00,2018,Rice,KG,96
23-09-2014 00:00,3717,Rice,KG,85
23-09-2014 00:00,43917,Rice,KG,105
25-09-2014 00:00,16,Rice,KG,107
26-09-2014 00:00,3257,Rice,KG,180
02-10-2014 00:00,2123,Rice,KG,100
03-10-2014 00:00,1586,Rice,KG,142
04-10-2014 00:00,3799,Rice,KG,86
05-10-2014 00:00,1639,Rice,KG,105
08-10-2014 00:00,455,Rice,KG,93
09-10-2014 00:00,160,Rice,KG,161
11-10-2014 00:00,3751,Rice,KG,133
11-10-2014 00:00,168,Rice,KG,152
12-10-2014 00:00,5650,Rice,KG,117
13-10-2014 00:00,514,Rice,KG,103
15-10-2014 00:00,3623,Rice,KG,163
15-10-2014 00:00,4265,Rice,KG,104
16-10-2014 00:00,2800,Rice,KG,171
17-10-2014 00:00,4020,Rice,KG,162
19-10-2014 00:00,5025,Rice,KG,168
23-10-2014 00:00,4545,Rice,KG,101
23-10-2014 00:00,2427,Rice,KG,175
24-10-2014 00:00,5630,Rice,KG,87
27-10-2014 00:00,227,Rice,KG,133
29-10-2014 00:00,4703,Rice,KG,95
29-10-2014 00:00,3988,Rice,KG,152
29-10-2014 00:00,454,Rice,KG,170
30-10-2014 00:00,3578,Rice,KG,93
03-11-2014 00:00,45672,Rice,KG,156
04-11-2014 00:00,2355,Rice,KG,151
07-11-2014 00:00,1681,Rice,KG,166
10-11-2014 00:00,1288,Rice,KG,112
13-11-2014 00:00,4890,Rice,KG,98
13-11-2014 00:00,5956,Rice,KG,150
13-11-2014 00:00,748,Rice,KG,75
14-11-2014 00:00,4367,Rice,KG,139
15-11-2014 00:00,3967,Rice,KG,112
21-11-2014 00:00,292,Rice,KG,175
21-11-2014 00:00,1198,Rice,KG,124
24-11-2014 00:00,1302,Rice,KG,134
24-11-2014 00:00,3898,Rice,KG,146
25-11-2014 00:00,2248,Rice,KG,177
26-11-2014 00:00,1208,Rice,KG,148
26-11-2014 00:00,5872,Rice,KG,151
27-11-2014 00:00,253,Rice,KG,105
28-11-2014 00:00,43396,Rice,KG,161
29-11-2014 00:00,2628,Rice,KG,92
29-11-2014 00:00,3868,Rice,KG,145
01-12-2014 00:00,2087,Rice,KG,136
03-12-2014 00:00,356,Rice,KG,135
04-12-2014 00:00,4580,Rice,KG,70
06-12-2014 00:00,464,Rice,KG,93
07-12-2014 00:00,1104,Rice,KG,147
10-12-2014 00:00,5064,Rice,KG,127
11-12-2014 00:00,5582,Rice,KG,84
13-12-2014 00:00,3020,Rice,KG,73
13-12-2014 00:00,367,Rice,KG,111
21-12-2014 00:00,45361,Rice,KG,161
24-12-2014 00:00,442,Rice,KG,164
26-12-2014 00:00,2572,Rice,KG,77
27-12-2014 00:00,185,Rice,KG,74
30-12-2014 00:00,3300,Rice,KG,97
07-01-2014 00:00,1968,Rice,KG,144
07-01-2014 00:00,2028,Rice,KG,159
10-01-2014 00:00,5832,Rice,KG,133
11-01-2014 00:00,318,Rice,KG,86
12-01-2014 00:00,1907,Rice,KG,85
13-01-2014 00:00,2143,Rice,KG,94
24-01-2014 00:00,2353,Rice,KG,121
03-02-2014 00:00,4085,Rice,KG,145
27-02-2014 00:00,5647,Rice,KG,76
05-03-2014 00:00,3723,Rice,KG,76
10-03-2014 00:00,356,Rice,KG,150
12-03-2014 00:00,2968,Rice,KG,97
19-03-2014 00:00,4204,Rice,KG,178
23-03-2014 00:00,1676,Rice,KG,141
24-03-2014 00:00,4499,Rice,KG,149
24-03-2014 00:00,5942,Rice,KG,90
25-03-2014 00:00,4142,Rice,KG,75
27-03-2014 00:00,1431,Rice,KG,136
03-04-2014 00:00,3130,Rice,KG,175
13-04-2014 00:00,474,Rice,KG,169
18-04-2014 00:00,4019,Rice,KG,123
09-05-2014 00:00,3463,Rice,KG,104
12-05-2014 00:00,2555,Rice,KG,177
14-05-2014 00:00,1682,Rice,KG,115
14-05-2014 00:00,5292,Rice,KG,141
16-05-2014 00:00,710,Rice,KG,180
18-05-2014 00:00,4676,Rice,KG,81
19-05-2014 00:00,5887,Rice,KG,80
22-05-2014 00:00,1495,Rice,KG,94
02-06-2014 00:00,3440,Rice,KG,141
05-06-2014 00:00,480,Rice,KG,110
09-06-2014 00:00,1270,Rice,KG,143
11-06-2014 00:00,6827,Rice,KG,142
12-06-2014 00:00,1262,Rice,KG,94
13-06-2014 00:00,3755,Rice,KG,139
14-06-2014 00:00,3360,Rice,KG,135
15-06-2014 00:00,1527,Rice,KG,118
24-06-2014 00:00,3189,Rice,KG,149
29-06-2014 00:00,6743,Rice,KG,137
02-07-2014 00:00,2761,Rice,KG,127
11-07-2014 00:00,2745,Rice,KG,158
16-07-2014 00:00,5094,Rice,KG,159
24-07-2014 00:00,611,Rice,KG,132
25-07-2014 00:00,4104,Rice,KG,81
30-07-2014 00:00,1610,Rice,KG,176
11-08-2014 00:00,4306,Rice,KG,136
16-08-2014 00:00,4158,Rice,KG,113
17-08-2014 00:00,1183,Rice,KG,126
17-08-2014 00:00,5648,Rice,KG,141
18-08-2014 00:00,5444,Rice,KG,176
19-08-2014 00:00,5957,Rice,KG,113
22-08-2014 00:00,1848,Rice,KG,75
23-08-2014 00:00,5418,Rice,KG,148
24-08-2014 00:00,2423,Rice,KG,172
27-08-2014 00:00,457,Rice,KG,86
29-08-2014 00:00,151,Rice,KG,150
09-09-2014 00:00,3911,Rice,KG,164
14-09-2014 00:00,3253,Rice,KG,81
18-09-2014 00:00,4720,Rice,KG,149
18-09-2014 00:00,539,Rice,KG,139
06-10-2014 00:00,1917,Rice,KG,94
09-10-2014 00:00,4008,Rice,KG,123
09-10-2014 00:00,2808,Rice,KG,85
10-10-2014 00:00,367,Rice,KG,155
14-10-2014 00:00,1097,Rice,KG,109
19-10-2014 00:00,5873,Rice,KG,110
25-10-2014 00:00,2916,Rice,KG,116
26-10-2014 00:00,1101,Rice,KG,99
27-10-2014 00:00,1645,Rice,KG,163
30-10-2014 00:00,380,Rice,KG,94
30-10-2014 00:00,1370,Rice,KG,116
10-11-2014 00:00,546,Rice,KG,73
13-11-2014 00:00,3751,Rice,KG,148
15-11-2014 00:00,2794,Rice,KG,144
21-11-2014 00:00,5482,Rice,KG,140
22-11-2014 00:00,3916,Rice,KG,126
27-11-2014 00:00,3536,Rice,KG,80
29-11-2014 00:00,5152,Rice,KG,165
05-12-2014 00:00,3774,Rice,KG,160
05-12-2014 00:00,470,Rice,KG,142
10-12-2014 00:00,2137,Rice,KG,114
12-12-2014 00:00,5459,Rice,KG,95
15-12-2014 00:00,589,Rice,KG,171
19-12-2014 00:00,5621,Rice,KG,84
21-12-2014 00:00,3793,Rice,KG,106
24-12-2014 00:00,6464,Rice,KG,82
28-12-2014 00:00,6333,Rice,KG,139
04-04-2014 00:00,2474,Rice,KG,85
22-02-2014 00:00,72998,Rice,KG,104
25-02-2014 00:00,63859,Rice,KG,72
01-03-2014 00:00,166528,Rice,KG,122
02-03-2014 00:00,45517,Rice,KG,94
02-03-2014 00:00,2858,Rice,KG,170
04-03-2014 00:00,122892,Rice,KG,130
13-03-2014 00:00,8368,Rice,KG,104
26-03-2014 00:00,112852,Rice,KG,116
02-04-2014 00:00,40815,Rice,KG,125
03-04-2014 00:00,89745,Rice,KG,76
14-04-2014 00:00,160980,Rice,KG,90
16-04-2014 00:00,156609,Rice,KG,162
18-04-2014 00:00,110102,Rice,KG,114
21-04-2014 00:00,122920,Rice,KG,143
10-05-2014 00:00,76093,Rice,KG,112
13-05-2014 00:00,56587,Rice,KG,78
08-06-2014 00:00,122922,Rice,KG,132
17-06-2014 00:00,117176,Rice,KG,119
18-06-2014 00:00,142488,Rice,KG,165
06-07-2014 00:00,60069,Rice,KG,156
10-07-2014 00:00,4896,Rice,KG,175
13-07-2014 00:00,96079,Rice,KG,70
22-07-2014 00:00,122904,Rice,KG,139
01-08-2014 00:00,4022,Rice,KG,83
04-08-2014 00:00,115617,Rice,KG,108
21-08-2014 00:00,50872,Rice,KG,92
04-09-2014 00:00,33794,Rice,KG,167
05-09-2014 00:00,160080,Rice,KG,75
05-09-2014 00:00,135143,Rice,KG,109
08-09-2014 00:00,527,Rice,KG,78
25-09-2014 00:00,106696,Rice,KG,152
26-10-2014 00:00,91542,Rice,KG,145
29-10-2014 00:00,136864,Rice,KG,87
06-11-2014 00:00,150,Rice,KG,152
13-11-2014 00:00,54272,Rice,KG,141
19-11-2014 00:00,160954,Rice,KG,93
21-11-2014 00:00,318,Rice,KG,167
03-12-2014 00:00,69122,Rice,KG,140
09-12-2014 00:00,97913,Rice,KG,138
19-04-2014 00:00,117444,Rice,KG,119
18-05-2014 00:00,113345,Rice,KG,159
30-05-2014 00:00,26662,Rice,KG,160
25-06-2014 00:00,106696,Rice,KG,75
06-07-2014 00:00,5971,Rice,KG,103
16-07-2014 00:00,1394,Rice,KG,130
08-09-2014 00:00,6773,Rice,KG,135
13-09-2014 00:00,2804,Rice,KG,142
29-09-2014 00:00,122886,Rice,KG,174
12-10-2014 00:00,2628,Rice,KG,132
12-11-2014 00:00,2018,Rice,KG,76
19-02-2014 00:00,2968,Rice,KG,157
08-04-2014 00:00,2189,Rice,KG,128
29-05-2014 00:00,2248,Rice,KG,145
20-07-2014 00:00,2021,Rice,KG,109
22-08-2014 00:00,2139,Rice,KG,148
05-11-2014 00:00,2150,Rice,KG,117
30-12-2014 00:00,1263,Rice,KG,171
13-01-2014 00:00,252,Rice,KG,134
27-02-2014 00:00,261,Rice,KG,116
28-02-2014 00:00,158,Rice,KG,177
26-06-2014 00:00,168,Rice,KG,72
17-07-2014 00:00,277,Rice,KG,113
01-08-2014 00:00,150,Rice,KG,136
15-12-2014 00:00,317,Rice,KG,115
20-01-2014 00:00,64957,Rice,KG,85
31-01-2014 00:00,99114,Rice,KG,106
21-06-2014 00:00,48780,Rice,KG,165
26-01-2014 00:00,62,Rice,KG,132
10-10-2014 00:00,780,Rice,KG,132
02-11-2014 00:00,733,Rice,KG,125
27-11-2014 00:00,1047,Rice,KG,100
27-11-2014 00:00,832,Rice,KG,132
03-01-2014 00:00,783,Rice,KG,173
28-01-2014 00:00,348,Rice,KG,144
31-01-2014 00:00,288,Rice,KG,104
02-02-2014 00:00,374,Rice,KG,124
07-02-2014 00:00,47,Rice,KG,178
26-02-2014 00:00,529,Rice,KG,73
17-03-2014 00:00,596,Rice,KG,86
06-04-2014 00:00,305,Rice,KG,179
11-04-2014 00:00,99,Rice,KG,116
12-04-2014 00:00,277,Rice,KG,107
13-04-2014 00:00,17,Rice,KG,142
29-04-2014 00:00,300,Rice,KG,142
20-05-2014 00:00,21,Rice,KG,75
20-05-2014 00:00,247,Rice,KG,120
20-05-2014 00:00,153,Rice,KG,78
30-05-2014 00:00,11,Rice,KG,127
06-06-2014 00:00,608,Rice,KG,103
10-07-2014 00:00,161,Rice,KG,139
23-07-2014 00:00,194,Rice,KG,114
05-08-2014 00:00,253,Rice,KG,176
29-08-2014 00:00,170,Rice,KG,120
03-09-2014 00:00,350,Rice,KG,146
12-09-2014 00:00,412,Rice,KG,99
23-09-2014 00:00,52,Rice,KG,126
02-10-2014 00:00,728,Rice,KG,144
03-10-2014 00:00,150,Rice,KG,125
07-10-2014 00:00,34,Rice,KG,171
08-10-2014 00:00,110,Rice,KG,144
13-10-2014 00:00,490,Rice,KG,134
17-10-2014 00:00,299,Rice,KG,72
24-10-2014 00:00,16,Rice,KG,145
27-10-2014 00:00,25,Rice,KG,138
02-11-2014 00:00,538,Rice,KG,127
03-11-2014 00:00,534,Rice,KG,129
04-11-2014 00:00,36,Rice,KG,161
15-11-2014 00:00,445,Rice,KG,165
18-11-2014 00:00,82,Rice,KG,98
20-11-2014 00:00,122,Rice,KG,94
10-12-2014 00:00,162,Rice,KG,85
19-12-2014 00:00,471,Rice,KG,100
06-04-2014 00:00,3948,Rice,KG,124
22-08-2014 00:00,48,Rice,KG,129
03-01-2014 00:00,474,Rice,KG,135
13-01-2014 00:00,110,Rice,KG,93
20-01-2014 00:00,158,Rice,KG,169
21-01-2014 00:00,315,Rice,KG,152
06-03-2014 00:00,288,Rice,KG,132
15-03-2014 00:00,442,Rice,KG,151
26-03-2014 00:00,31,Rice,KG,105
10-05-2014 00:00,589,Rice,KG,166
11-05-2014 00:00,10,Rice,KG,146
01-06-2014 00:00,161,Rice,KG,174
23-07-2014 00:00,377,Rice,KG,124
23-08-2014 00:00,367,Rice,KG,151
05-09-2014 00:00,150,Rice,KG,78
21-10-2014 00:00,353,Rice,KG,81
24-10-2014 00:00,350,Rice,KG,170
12-11-2014 00:00,172,Rice,KG,165
02-12-2014 00:00,292,Rice,KG,97
12-12-2014 00:00,508,Rice,KG,97
13-12-2014 00:00,173,Rice,KG,109
11-01-2014 00:00,29,Rice,KG,120
07-03-2014 00:00,3255,Rice,KG,158
18-04-2014 00:00,2145,Rice,KG,112
27-08-2014 00:00,303,Rice,KG,176
13-11-2014 00:00,720,Rice,KG,136
23-12-2014 00:00,1223,Rice,KG,114
30-12-2014 00:00,256,Rice,KG,115
11-01-2014 00:00,8810,Rice,KG,156
23-01-2014 00:00,31424,Rice,KG,180
11-02-2014 00:00,2023,Rice,KG,71
23-02-2014 00:00,1221,Rice,KG,173
26-03-2014 00:00,2762,Rice,KG,126
23-04-2014 00:00,2959,Rice,KG,145
04-05-2014 00:00,293,Rice,KG,157
15-05-2014 00:00,1193,Rice,KG,168
15-05-2014 00:00,61323,Rice,KG,175
04-06-2014 00:00,1214,Rice,KG,84
15-07-2014 00:00,58559,Rice,KG,88
28-07-2014 00:00,8950,Rice,KG,90
31-07-2014 00:00,3386,Rice,KG,128
31-08-2014 00:00,2170,Rice,KG,157
23-09-2014 00:00,5628,Rice,KG,165
25-09-2014 00:00,592,Rice,KG,84
17-10-2014 00:00,2722,Rice,KG,94
25-10-2014 00:00,2338,Rice,KG,105
26-11-2014 00:00,379,Rice,KG,166
27-11-2014 00:00,6771,Rice,KG,172
27-11-2014 00:00,70992,Rice,KG,94
29-11-2014 00:00,6214,Rice,KG,150
13-12-2014 00:00,3744,Rice,KG,88
14-12-2014 00:00,4310,Rice,KG,99
17-12-2014 00:00,1617,Rice,KG,170
18-12-2014 00:00,40586,Rice,KG,148
28-12-2014 00:00,42721,Rice,KG,84
30-12-2014 00:00,1921,Rice,KG,103
02-01-2014 00:00,3812,Rice,KG,164
04-01-2014 00:00,6787,Rice,KG,81
14-01-2014 00:00,2076,Rice,KG,165
29-01-2014 00:00,2871,Rice,KG,87
05-02-2014 00:00,5902,Rice,KG,85
10-02-2014 00:00,1266,Rice,KG,113
21-02-2014 00:00,4754,Rice,KG,121
12-03-2014 00:00,318,Rice,KG,128
13-03-2014 00:00,7063,Rice,KG,111
15-03-2014 00:00,457,Rice,KG,136
19-03-2014 00:00,2747,Rice,KG,80
28-03-2014 00:00,14,Rice,KG,176
01-04-2014 00:00,1967,Rice,KG,95
12-04-2014 00:00,1203,Rice,KG,127
21-04-2014 00:00,7991,Rice,KG,118
25-04-2014 00:00,348,Rice,KG,176
30-04-2014 00:00,1342,Rice,KG,74
03-05-2014 00:00,34162,Rice,KG,149
08-05-2014 00:00,7334,Rice,KG,130
12-05-2014 00:00,2118,Rice,KG,94
15-05-2014 00:00,858,Rice,KG,152
18-05-2014 00:00,26231,Rice,KG,154
18-05-2014 00:00,880,Rice,KG,74
18-05-2014 00:00,3535,Rice,KG,107
19-05-2014 00:00,6934,Rice,KG,126
30-05-2014 00:00,1284,Rice,KG,141
31-05-2014 00:00,440,Rice,KG,158
03-06-2014 00:00,8622,Rice,KG,130
03-06-2014 00:00,3741,Rice,KG,122
11-06-2014 00:00,3551,Rice,KG,164
12-06-2014 00:00,7484,Rice,KG,95
15-06-2014 00:00,904,Rice,KG,122
22-06-2014 00:00,7894,Rice,KG,157
27-06-2014 00:00,1393,Rice,KG,139
01-07-2014 00:00,3735,Rice,KG,147
02-07-2014 00:00,1704,Rice,KG,154
02-07-2014 00:00,5352,Rice,KG,78
03-07-2014 00:00,1464,Rice,KG,115
05-07-2014 00:00,778,Rice,KG,84
06-07-2014 00:00,273,Rice,KG,120
17-07-2014 00:00,2459,Rice,KG,152
19-07-2014 00:00,3283,Rice,KG,73
20-07-2014 00:00,4928,Rice,KG,119
22-07-2014 00:00,2065,Rice,KG,103
23-07-2014 00:00,2178,Rice,KG,95
23-07-2014 00:00,1350,Rice,KG,167
26-07-2014 00:00,7044,Rice,KG,164
31-07-2014 00:00,3809,Rice,KG,131
01-08-2014 00:00,1517,Rice,KG,137
10-08-2014 00:00,1095,Rice,KG,123
10-08-2014 00:00,4705,Rice,KG,156
13-08-2014 00:00,1183,Rice,KG,71
14-08-2014 00:00,1345,Rice,KG,134
14-08-2014 00:00,902,Rice,KG,80
15-08-2014 00:00,4641,Rice,KG,177
18-08-2014 00:00,5945,Rice,KG,76
20-08-2014 00:00,1357,Rice,KG,164
20-08-2014 00:00,427,Rice,KG,175
26-08-2014 00:00,5021,Rice,KG,165
04-09-2014 00:00,1199,Rice,KG,75
06-09-2014 00:00,1952,Rice,KG,173
09-09-2014 00:00,55820,Rice,KG,81
10-09-2014 00:00,5056,Rice,KG,160
17-09-2014 00:00,4422,Rice,KG,121
27-09-2014 00:00,538,Rice,KG,154
27-09-2014 00:00,48516,Rice,KG,136
01-10-2014 00:00,593,Rice,KG,151
04-10-2014 00:00,7001,Rice,KG,70
06-10-2014 00:00,780,Rice,KG,180
